seriesuid,foreground_fraction_gt,foreground_std_gt,z_range_gt,z_std_gt,grad_p99_gt,grad_max_gt,qc_badness_gt,control_labels_gt,anchor_labels_gt,control_z_range_gt,foreground_fraction_detector,foreground_std_detector,z_range_detector,z_std_detector,grad_p99_detector,grad_max_detector,qc_badness_detector,control_labels_detector,anchor_labels_detector,control_z_range_detector,foreground_fraction_delta_detector_minus_gt,foreground_std_delta_detector_minus_gt,z_range_delta_detector_minus_gt,z_std_delta_detector_minus_gt,grad_p99_delta_detector_minus_gt,grad_max_delta_detector_minus_gt,qc_badness_delta_detector_minus_gt,detector_better_qc
1.3.6.1.4.1.14519.5.2.1.6279.6001.373433682859788429397781158572,0.6523830538393646,0.22124083340168,0.0,0.0,0.0,0.0,0.0,5,8,0.0,0.49988231832892027,0.21782344579696655,203.95762634277344,41.503448486328125,5.969740929603611,12.038102149963379,0.6003489587095059,35,8,203.9620819091797,-0.1525007355104443,-0.00341738760471344,203.95762634277344,41.503448486328125,5.969740929603611,12.038102149963379,0.6003489587095059,False
1.3.6.1.4.1.14519.5.2.1.6279.6001.168605638657404145360275453085,0.6840139294005596,0.23633097112178802,0.0,0.0,0.0,0.0,0.0,5,8,0.0,0.7236740282159653,0.2278120368719101,244.1895294189453,26.90266990661621,6.01399338245392,12.41081428527832,0.5970720178551144,35,8,244.1895294189453,0.039660098815405664,-0.00851893424987793,244.1895294189453,26.90266990661621,6.01399338245392,12.41081428527832,0.5970720178551144,False
1.3.6.1.4.1.14519.5.2.1.6279.6001.119515474430718803379832249911,0.33030259777333715,0.2663857340812683,0.0,0.0,0.0,0.0,0.011255658415235905,5,8,0.0,0.5586782757636312,0.2393614947795868,249.7450714111328,41.55501937866211,5.29999894618989,19.04286003112793,0.601265652725432,35,8,249.7450714111328,0.228375677990294,-0.02702423930168152,249.7450714111328,41.55501937866211,5.29999894618989,19.04286003112793,0.5900099943101961,False
1.3.6.1.4.1.14519.5.2.1.6279.6001.159996104466052855396410079250,0.6966087675765095,0.22865520417690277,0.0,0.0,0.0,0.0,0.0,5,8,0.0,0.6683622828784119,0.2410803586244583,251.6612091064453,37.315914154052734,3.6987043905258186,5.437796115875244,0.5795672837204404,35,8,251.6612091064453,-0.02824648469809754,0.012425154447555542,251.6612091064453,37.315914154052734,3.6987043905258186,5.437796115875244,0.5795672837204404,False
1.3.6.1.4.1.14519.5.2.1.6279.6001.251215764736737018371915284679,0.40250149406642194,0.22950272262096405,0.0,0.0,0.0,0.0,0.0,5,8,0.0,0.6652864338768889,0.2256021499633789,224.97927856445312,30.761676788330078,5.67820208072658,13.005692481994629,0.5740828784041921,35,8,224.97927856445312,0.26278493981046697,-0.003900572657585144,224.97927856445312,30.761676788330078,5.67820208072658,13.005692481994629,0.5740828784041921,False
1.3.6.1.4.1.14519.5.2.1.6279.6001.625270601160880745954773142570,0.5149683109903911,0.25966987013816833,0.0,0.0,0.0,0.0,0.0,5,8,0.0,0.5774555331639358,0.2640078663825989,239.24639892578125,21.47061538696289,5.2907209777832005,38.28277587890625,0.5712809309217665,35,8,239.24639892578125,0.06248722217354474,0.004337996244430542,239.24639892578125,21.47061538696289,5.2907209777832005,38.28277587890625,0.5712809309217665,False
1.3.6.1.4.1.14519.5.2.1.6279.6001.206097113343059612247503064658,0.5959076124994853,0.24904592335224152,0.0,0.0,0.0,0.0,0.0,5,8,0.0,0.5621886450656676,0.2508886754512787,227.01873779296875,33.436363220214844,3.7709829950332603,6.653573513031006,0.5696845384756722,35,8,227.01873779296875,-0.03371896743381775,0.0018427520990371704,227.01873779296875,33.436363220214844,3.7709829950332603,6.653573513031006,0.5696845384756722,False
1.3.6.1.4.1.14519.5.2.1.6279.6001.404364125369979066736354549484,0.6678783990876368,0.2348138689994812,0.0,0.0,0.0,0.0,0.0,5,8,0.0,0.6760041341459069,0.24204230308532715,211.3958740234375,21.04660415649414,5.9250465250015365,15.873109817504883,0.5580763613329996,35,8,211.3958740234375,0.008125735058270078,0.007228434085845947,211.3958740234375,21.04660415649414,5.9250465250015365,15.873109817504883,0.5580763613329996,False
1.3.6.1.4.1.14519.5.2.1.6279.6001.272348349298439120568330857680,0.5132463366625355,0.24733924865722656,0.0,0.0,0.0,0.0,0.0,5,8,0.0,0.6330976160968141,0.25204014778137207,228.92208862304688,32.36750411987305,5.047681522369413,19.255990982055664,0.5530269028345752,35,8,228.92208862304688,0.11985127943427865,0.004700899124145508,228.92208862304688,32.36750411987305,5.047681522369413,19.255990982055664,0.5530269028345752,False
1.3.6.1.4.1.14519.5.2.1.6279.6001.255409701134762680010928250229,0.5556462585034013,0.23856690526008606,0.0,0.0,0.0,0.0,0.0,5,8,0.0,0.6408503401360545,0.2448597401380539,210.69113159179688,32.898006439208984,5.755036129951482,8.166729927062988,0.5517790864891476,35,8,210.69113159179688,0.08520408163265314,0.0062928348779678345,210.69113159179688,32.898006439208984,5.755036129951482,8.166729927062988,0.5517790864891476,False
1.3.6.1.4.1.14519.5.2.1.6279.6001.877026508860018521147620598474,0.5177405620210048,0.2654074728488922,0.0,0.0,0.0,0.0,0.0,5,8,0.0,0.6003595420569591,0.2682901620864868,181.04815673828125,24.878002166748047,7.825665130615232,16.488384246826172,0.5508350301106769,35,8,181.04815673828125,0.08261898003595425,0.0028826892375946045,181.04815673828125,24.878002166748047,7.825665130615232,16.488384246826172,0.5508350301106769,False
1.3.6.1.4.1.14519.5.2.1.6279.6001.145510611155363050427743946446,0.6347826086956522,0.22743986546993256,1.0,0.12933628261089325,0.027249859515577544,0.24011163413524628,0.00270074021714843,10,8,1.0,0.6478657327871019,0.22416403889656067,215.81358337402344,18.495580673217773,5.731233358383177,10.869646072387695,0.5504157524638705,35,8,215.81358337402344,0.013083124091449738,-0.003275826573371887,214.81358337402344,18.36624439060688,5.7039834988676,10.629534438252449,0.5477150122467221,False
1.3.6.1.4.1.14519.5.2.1.6279.6001.253317247142837717905329340520,0.5971322467505673,0.2363324612379074,31.0,5.37483549118042,1.1889185702800729,10.415072441101074,0.08985350680483706,10,8,31.0,0.5974829791623685,0.23246587812900543,179.31857299804688,27.22994041442871,9.357642965316762,26.075448989868164,0.637409764830271,35,8,179.31857299804688,0.000350732411801169,-0.0038665831089019775,148.31857299804688,21.85510492324829,8.168724395036689,15.66037654876709,0.547556258025434,False
1.3.6.1.4.1.14519.5.2.1.6279.6001.608029415915051219877530734559,0.6398536065599085,0.24515867233276367,0.0,0.0,0.0,0.0,0.0,5,8,0.0,0.6638818969377828,0.23824600875377655,225.4365997314453,29.43621253967285,4.750638809204104,10.956345558166504,0.5452260776943632,35,8,225.4365997314453,0.02402829037787424,-0.006912663578987122,225.4365997314453,29.43621253967285,4.750638809204104,10.956345558166504,0.5452260776943632,False
1.3.6.1.4.1.14519.5.2.1.6279.6001.316911475886263032009840828684,0.4411511978277557,0.23241637647151947,0.0,1.52587890625e-05,0.0,0.0,0.0,5,8,0.0,0.5883849088596863,0.23030509054660797,238.49191284179688,32.113182067871094,3.513173666000363,11.756725311279297,0.5448283671591015,35,8,238.49191284179688,0.14723371103193061,-0.002111285924911499,238.49191284179688,32.11316680908203,3.513173666000363,11.756725311279297,0.5448283671591015,False
1.3.6.1.4.1.14519.5.2.1.6279.6001.162901839201654862079549658100,0.6289346059988262,0.2290966510772705,0.0,0.0,0.0,0.0,0.0,5,8,0.0,0.625274148209928,0.22947776317596436,212.23825073242188,15.555965423583984,5.878471708297731,116.0415267944336,0.5438821129798889,35,8,212.23825073242188,-0.0036604577888982304,0.00038111209869384766,212.23825073242188,15.555965423583984,5.878471708297731,116.0415267944336,0.5438821129798889,False
1.3.6.1.4.1.14519.5.2.1.6279.6001.888615810685807330497715730842,0.6716444550214183,0.25230395793914795,0.0,0.0,0.0,0.0,0.0,5,8,0.0,0.4476439790575916,0.24464565515518188,210.00906372070312,38.17378234863281,4.236791429519653,5.891058444976807,0.5404336387528312,35,8,210.00906372070312,-0.22400047596382672,-0.0076583027839660645,210.00906372070312,38.17378234863281,4.236791429519653,5.891058444976807,0.5404336387528312,False
1.3.6.1.4.1.14519.5.2.1.6279.6001.627998298349675613581885874395,0.6233394411360513,0.22871555387973785,0.0,0.0,0.0,0.0,0.0,5,8,0.0,0.6204636840230061,0.23601755499839783,215.23046875,24.317171096801758,5.437656559944161,9.840368270874023,0.5325823831081393,35,8,215.23046875,-0.0028757571130452186,0.007302001118659973,215.23046875,24.317171096801758,5.437656559944161,9.840368270874023,0.5325823831081393,False
1.3.6.1.4.1.14519.5.2.1.6279.6001.138813197521718693188313387015,0.529521472392638,0.21758581697940826,0.0,0.0,0.0,0.0,0.0,5,8,0.0,0.6166625766871165,0.23110389709472656,201.136962890625,23.01778793334961,6.049721689224236,13.205781936645508,0.5325671706623499,35,8,201.136962890625,0.08714110429447852,0.013518080115318298,201.136962890625,23.01778793334961,6.049721689224236,13.205781936645508,0.5325671706623499,False
1.3.6.1.4.1.14519.5.2.1.6279.6001.174692377730646477496286081479,0.23210223471162852,0.22267943620681763,1.0,0.21807456016540527,0.020907698273658765,0.0278816819190979,0.06986975043356529,5,8,0.0,0.5027030643650475,0.21364781260490417,239.65524291992188,26.898948669433594,6.193484640121461,11.264239311218262,0.5998265281783209,30,8,239.65524291992188,0.27060082965341903,-0.009031623601913452,238.65524291992188,26.68087410926819,6.172576941847803,11.236357629299164,0.5299567777447557,False
1.3.6.1.4.1.14519.5.2.1.6279.6001.283733738239331719775105586296,0.5931426475980931,0.2291846126317978,0.0,0.0,0.0,0.0,0.0,5,8,0.0,0.6081774844151082,0.2253490835428238,192.20018005371094,18.175817489624023,6.489737992286685,22.0665225982666,0.5267788957330916,35,8,192.20018005371094,0.015034836817015118,-0.003835529088973999,192.20018005371094,18.175817489624023,6.489737992286685,22.0665225982666,0.5267788957330916,False
1.3.6.1.4.1.14519.5.2.1.6279.6001.300136985030081433029390459071,0.645331967912613,0.22534672915935516,28.0,5.138741970062256,0.5092885255813594,1.3511570692062378,0.06816455160246954,10,8,28.0,0.5536970662418691,0.22768045961856842,196.87890625,36.36735534667969,6.126187372207631,54.337013244628906,0.5904023746384511,35,8,196.87890625,-0.09163490167074395,0.002333730459213257,168.87890625,31.22861337661743,5.616898846626271,52.98585617542267,0.5222378230359817,False
1.3.6.1.4.1.14519.5.2.1.6279.6001.624425075947752229712087113746,0.43884892086330934,0.2088146060705185,0.0,0.0,0.0,0.0,0.0,5,8,0.0,0.5918312968672681,0.2298949509859085,192.2497100830078,22.533979415893555,6.1804744052886935,25.051860809326172,0.5204993168618944,35,8,192.2497100830078,0.15298237600395875,0.021080344915390015,192.2497100830078,22.533979415893555,6.1804744052886935,25.051860809326172,0.5204993168618944,False
1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565,0.3419094050008877,0.22311416268348694,11.0,1.8821144104003906,0.21920942842960806,1.3831367492675781,0.03214929299030106,5,8,0.0,0.5333688393625302,0.20821058750152588,227.9917449951172,24.103057861328125,4.612223119735726,16.80137825012207,0.5506906177626718,35,8,227.9917449951172,0.19145943436164253,-0.01490357518196106,216.9917449951172,22.220943450927734,4.393013691306118,15.418241500854492,0.5185413247723707,False
1.3.6.1.4.1.14519.5.2.1.6279.6001.323302986710576400812869264321,0.6734814601067667,0.22914236783981323,0.0,0.0,0.0,0.0,0.0,5,8,0.0,0.680450151493291,0.22238580882549286,204.1773681640625,20.064647674560547,5.290863194465665,9.674421310424805,0.5160640244536938,35,8,204.1773681640625,0.006968691386524339,-0.0067565590143203735,204.1773681640625,20.064647674560547,5.290863194465665,9.674421310424805,0.5160640244536938,False
1.3.6.1.4.1.14519.5.2.1.6279.6001.313334055029671473836954456733,0.6298401078790213,0.22740492224693298,0.0,0.0,0.0,0.0,0.0,5,8,0.0,0.6436139472163359,0.2344268560409546,190.5977325439453,32.01960372924805,5.904386634826641,10.883734703063965,0.5152279019249804,35,8,190.5977325439453,0.013773839337314575,0.0070219337940216064,190.5977325439453,32.01960372924805,5.904386634826641,10.883734703063965,0.5152279019249804,False
1.3.6.1.4.1.14519.5.2.1.6279.6001.219254430927834326484477690403,0.639702723601684,0.22742818295955658,26.0,4.20903205871582,0.36423331379890433,0.6537172794342041,0.05890131410360336,10,8,26.0,0.474052753672996,0.22547376155853271,226.25027465820312,49.447296142578125,3.5196400690078726,6.894179821014404,0.574047411637836,35,8,226.253173828125,-0.16564996992868802,-0.0019544214010238647,200.25027465820312,45.238264083862305,3.1554067552089684,6.2404625415802,0.5151460975342327,False
1.3.6.1.4.1.14519.5.2.1.6279.6001.334166493392278943610545989413,0.5593471810089021,0.2370132952928543,0.399993896484375,0.09554269909858704,0.009577617105096572,0.019058026373386383,0.001114206994593971,5,8,2.0,0.5802106037131378,0.22611361742019653,225.12413024902344,36.54247283935547,2.979153976440429,3.6312649250030518,0.5146009452819824,35,8,225.12413024902344,0.02086342270423569,-0.010899677872657776,224.72413635253906,36.44693014025688,2.9695763593353326,3.6122068986296654,0.5134867382873884,False
1.3.6.1.4.1.14519.5.2.1.6279.6001.745109871503276594185453478952,0.6596628954052182,0.2544296085834503,0.0,0.0,0.0,0.0,0.0,5,8,0.0,0.6769029477410914,0.2560419738292694,228.26165771484375,30.785165786743164,3.2690521526336673,9.213987350463867,0.5133510716862149,35,8,228.26165771484375,0.017240052335873224,0.0016123652458190918,228.26165771484375,30.785165786743164,3.2690521526336673,9.213987350463867,0.5133510716862149,False
1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492,0.5644263144263144,0.23820866644382477,0.0,0.0,0.0,0.0,0.0,5,8,0.0,0.6711344211344211,0.21772050857543945,230.36856079101562,36.67817306518555,3.4908392429351807,4.469109535217285,0.5130127342542012,35,8,230.36856079101562,0.10670810670810671,-0.020488157868385315,230.36856079101562,36.67817306518555,3.4908392429351807,4.469109535217285,0.5130127342542012,False
1.3.6.1.4.1.14519.5.2.1.6279.6001.619372068417051974713149104919,0.5761907133489383,0.23842059075832367,1.399993896484375,0.36734166741371155,0.03205165058374405,0.03869037330150604,0.0037849120997720293,5,8,5.0,0.6161329415475538,0.2517353594303131,205.5743865966797,32.20600891113281,4.577897567749021,14.216120719909668,0.513433497789171,35,8,205.5743865966797,0.03994222819861548,0.013314768671989441,204.1743927001953,31.8386672437191,4.545845917165277,14.177430346608162,0.509648585689399,False
1.3.6.1.4.1.14519.5.2.1.6279.6001.122763913896761494371822656720,0.6447890867633762,0.23016080260276794,0.600006103515625,0.16669568419456482,0.019940351862460286,0.04939957335591316,0.0017467888321106603,5,8,3.0,0.6136140268113378,0.23138011991977692,211.8323211669922,31.620986938476562,4.309619631767272,7.160366058349609,0.5099394737932417,35,8,211.8323211669922,-0.031175059952038398,0.0012193173170089722,211.23231506347656,31.454291254281998,4.289679279904812,7.110966484993696,0.508192684961131,False
1.3.6.1.4.1.14519.5.2.1.6279.6001.177785764461425908755977367558,0.6407020547945206,0.22461473941802979,0.0,0.0,0.0,0.0,0.0,5,8,0.0,0.6398630136986302,0.22669026255607605,212.05567932128906,28.90758514404297,4.328442678451538,9.4320068359375,0.5081672519789802,35,8,212.05567932128906,-0.0008390410958903916,0.0020755231380462646,212.05567932128906,28.90758514404297,4.328442678451538,9.4320068359375,0.5081672519789802,False
1.3.6.1.4.1.14519.5.2.1.6279.6001.291539125579672469833850180824,0.6181265617613291,0.24758096039295197,0.0,0.0,0.0,0.0,0.0,5,8,0.0,0.6196258526372661,0.23208484053611755,201.03298950195312,29.21883773803711,5.13823281288147,101.34786224365234,0.5074287917561001,35,8,201.03298950195312,0.0014992908759370316,-0.015496119856834412,201.03298950195312,29.21883773803711,5.13823281288147,101.34786224365234,0.5074287917561001,False
1.3.6.1.4.1.14519.5.2.1.6279.6001.213854687290736562463866711534,0.6330252918287937,0.22700795531272888,0.0,0.0,0.0,0.0,0.0,5,8,0.0,0.30446254863813227,0.23689444363117218,197.48037719726562,35.3978271484375,3.673516337871552,11.024626731872559,0.505962680743187,35,8,197.48037719726562,-0.3285627431906615,0.009886488318443298,197.48037719726562,35.3978271484375,3.673516337871552,11.024626731872559,0.505962680743187,False
1.3.6.1.4.1.14519.5.2.1.6279.6001.194766721609772924944646251928,0.5007346496880961,0.23016053438186646,0.0,0.0,0.0,0.0,0.0,5,8,0.0,0.4512940145383307,0.22084155678749084,186.01300048828125,31.45610237121582,4.194847536087037,11.42235279083252,0.5043112438519796,35,8,186.01300048828125,-0.04944063514976543,-0.00931897759437561,186.01300048828125,31.45610237121582,4.194847536087037,11.42235279083252,0.5043112438519796,False
1.3.6.1.4.1.14519.5.2.1.6279.6001.268030488196493755113553009785,0.3802463019321962,0.24372273683547974,0.0,0.0,0.0,0.0,0.0,5,8,0.0,0.547190176233279,0.24188269674777985,166.54200744628906,21.1189022064209,7.078546380996694,24.825929641723633,0.4983140335612824,35,8,166.54200744628906,0.16694387430108282,-0.0018400400876998901,166.54200744628906,21.1189022064209,7.078546380996694,24.825929641723633,0.4983140335612824,False
1.3.6.1.4.1.14519.5.2.1.6279.6001.265960756233787099041040311282,0.4615695160702193,0.23022831976413727,0.0,0.0,0.0,0.0,0.0,5,8,0.0,0.6854586654164713,0.22132772207260132,212.27906799316406,34.568206787109375,3.291960279941564,6.869911193847656,0.495111241496934,35,8,212.27906799316406,0.22388914934625198,-0.00890059769153595,212.27906799316406,34.568206787109375,3.291960279941564,6.869911193847656,0.495111241496934,False
1.3.6.1.4.1.14519.5.2.1.6279.6001.190298296009658115773239776160,0.6015303497942387,0.2517929673194885,0.0,0.0,0.0,0.0,0.0,5,8,0.0,0.6351723251028807,0.24404682219028473,197.60643005371094,25.33432960510254,5.1692710018158134,37.62610626220703,0.49469457813898776,35,8,197.60643005371094,0.03364197530864199,-0.007746145129203796,197.60643005371094,25.33432960510254,5.1692710018158134,37.62610626220703,0.49469457813898776,False
1.3.6.1.4.1.14519.5.2.1.6279.6001.188265424231150847356515802868,0.2882320602787569,0.2473967969417572,0.0,0.0,0.0,0.0,0.035295965554996034,5,8,0.0,0.5538434175209391,0.24804845452308655,195.86550903320312,30.740032196044922,5.889724731445319,16.285186767578125,0.5297848214043512,35,8,195.86550903320312,0.2656113572421822,0.0006516575813293457,195.86550903320312,30.740032196044922,5.889724731445319,16.285186767578125,0.4944888558493552,False
1.3.6.1.4.1.14519.5.2.1.6279.6001.270152671889301412052226973069,0.6249286122215877,0.23998591303825378,0.0,0.0,0.0,0.0,0.0,5,8,0.0,0.6201456310679612,0.23205368220806122,183.86790466308594,20.765640258789062,5.985462279319799,17.94315528869629,0.4944417890601699,35,8,183.86790466308594,-0.00478298115362652,-0.007932230830192566,183.86790466308594,20.765640258789062,5.985462279319799,17.94315528869629,0.4944417890601699,False
1.3.6.1.4.1.14519.5.2.1.6279.6001.212346425055214308006918165305,0.5511913357400722,0.24454432725906372,0.0,0.0,0.0,0.0,0.0,5,8,0.0,0.6166064981949458,0.24023118615150452,196.99917602539062,26.481212615966797,4.901934566497803,12.137914657592773,0.4932852590137058,35,8,196.99917602539062,0.06541516245487367,-0.004313141107559204,196.99917602539062,26.481212615966797,4.901934566497803,12.137914657592773,0.4932852590137058,False
1.3.6.1.4.1.14519.5.2.1.6279.6001.518487185634324801733841260431,0.5963920886763747,0.23195664584636688,0.0,0.0,0.0,0.0,0.0,5,8,0.0,0.43526769542853005,0.2240389734506607,176.18531799316406,21.785144805908203,5.313805284500135,47.374061584472656,0.4920593501514862,35,8,176.18531799316406,-0.16112439324784467,-0.007917672395706177,176.18531799316406,21.785144805908203,5.313805284500135,47.374061584472656,0.4920593501514862,False
1.3.6.1.4.1.14519.5.2.1.6279.6001.142154819868944114554521645782,0.2861974904528096,0.2482437640428543,0.0,0.0,0.0,0.0,0.03645857688410878,5,8,0.0,0.6629932715039099,0.23676933348178864,226.9903106689453,33.49604797363281,3.645467548370363,11.907888412475586,0.5284835688908894,35,8,226.9903106689453,0.37679578105110023,-0.011474430561065674,226.9903106689453,33.49604797363281,3.645467548370363,11.907888412475586,0.4920249920067806,False
1.3.6.1.4.1.14519.5.2.1.6279.6001.334022941831199910030220864961,0.5815761784511785,0.21453070640563965,0.0,0.0,0.0,0.0,0.0,5,8,0.0,0.603209175084175,0.21836909651756287,208.2678985595703,32.010772705078125,3.8757124710083017,61.511165618896484,0.49173943112691243,35,8,208.2678985595703,0.02163299663299656,0.0038383901119232178,208.2678985595703,32.010772705078125,3.8757124710083017,61.511165618896484,0.49173943112691243,False
1.3.6.1.4.1.14519.5.2.1.6279.6001.182798854785392200340436516930,0.5595744680851064,0.24253813922405243,0.0,0.0,0.0,0.0,0.0,5,8,0.0,0.6219438499307567,0.2367740422487259,195.12994384765625,27.538049697875977,4.840402178764344,22.70815086364746,0.4916178406450484,35,8,195.12994384765625,0.06236938184565033,-0.005764096975326538,195.12994384765625,27.538049697875977,4.840402178764344,22.70815086364746,0.4916178406450484,False
1.3.6.1.4.1.14519.5.2.1.6279.6001.130765375502800983459674173881,0.5948486871384068,0.22622759640216827,12.0,1.861169457435608,0.245483326911926,0.6002210974693298,0.029264181958304505,10,8,12.0,0.6149681056223112,0.2292969524860382,200.913818359375,21.468109130859375,5.980733799934372,8.103032112121582,0.5196608945793572,35,8,200.913818359375,0.020119418483904417,0.003069356083869934,188.913818359375,19.606939673423767,5.735250473022446,7.502811014652252,0.49039671262105267,False
1.3.6.1.4.1.14519.5.2.1.6279.6001.278660284797073139172446973682,0.5702112423916935,0.2562067210674286,0.0,0.0,0.0,0.0,0.0,5,8,0.0,0.5866809881847476,0.24921481311321259,174.14109802246094,17.768190383911133,6.421233410835261,18.667652130126953,0.4898366351816387,35,8,174.14109802246094,0.016469745793054047,-0.006991907954216003,174.14109802246094,17.768190383911133,6.421233410835261,18.667652130126953,0.4898366351816387,False
