seriesuid,nodule_index,z,y,x,rel_z,rel_y,rel_x,grid_h,grid_w,estimated_depth,control_point_count
1.3.6.1.4.1.14519.5.2.1.6279.6001.111496024928645603833332252962,1,130.0,179.0,168.0,0.48148148148148145,0.8905472636815921,0.5957446808510638,202,283,271.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.111496024928645603833332252962,2,93.0,104.61538696289062,251.38461303710938,0.34444444444444444,0.520474562004431,0.891434798003934,202,283,271.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.112740418331256326754121315800,0,225.0,174.2969970703125,216.56675720214844,0.7550335570469798,0.7512801597858297,0.6767711162567138,233,321,299.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.112740418331256326754121315800,1,224.0,70.16444396972656,108.13777923583984,0.7516778523489933,0.30243294814537314,0.3379305601119995,233,321,299.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.112767175295249119452142211437,0,132.0,126.93939208984375,272.8484802246094,0.5477178423236515,0.582290789402953,0.8421249389648438,219,325,242.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.112767175295249119452142211437,1,187.0,159.18182373046875,215.81817626953125,0.7759336099585062,0.7301918519746273,0.6661054823133681,219,325,242.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.112767175295249119452142211437,2,180.0,153.7857208251953,107.5,0.7468879668049793,0.7054390863541069,0.3317901234567901,219,325,242.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.112767175295249119452142211437,3,104.0,141.5,146.7857208251953,0.4315352697095436,0.6490825688073395,0.45304234822591144,219,325,242.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.112767175295249119452142211437,4,186.0,113.5,245.0,0.7717842323651453,0.5206422018348624,0.7561728395061729,219,325,242.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.112767175295249119452142211437,5,166.0,85.5,67.5,0.6887966804979253,0.3922018348623853,0.20833333333333334,219,325,242.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.112767175295249119452142211437,6,119.0,81.5,36.0,0.49377593360995853,0.3738532110091743,0.1111111111111111,219,325,242.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.112767175295249119452142211437,7,175.0,144.7142791748047,233.5,0.7261410788381742,0.6638269686917646,0.720679012345679,219,325,242.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.113679818447732724990336702075,0,64.0,141.43478393554688,213.82608032226562,0.256,0.7814076460527452,0.8161300775658993,182,263,251.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.113679818447732724990336702075,1,163.0,79.43478393554688,70.17391204833984,0.652,0.43886620958865674,0.26783935896312916,182,263,251.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.113679818447732724990336702075,2,199.0,104.5,220.0,0.796,0.5773480662983426,0.8396946564885496,182,263,251.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.114195693932194925962391697338,0,159.0,156.25,249.25,0.5096153846153846,0.758495145631068,0.8477891156462585,207,295,313.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.114218724025049818743426522343,0,66.0,86.45282745361328,50.433963775634766,0.22073578595317725,0.4077963559132702,0.1637466356351778,213,309,300.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.114218724025049818743426522343,1,125.0,123.90908813476562,253.36363220214844,0.4180602006688963,0.5844768308243662,0.8226091954615209,213,309,300.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.114218724025049818743426522343,2,106.0,110.4000015258789,271.1666564941406,0.35451505016722407,0.5207547241786741,0.8804112223835735,213,309,300.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.114249388265341701207347458535,0,121.0,86.1025619506836,63.28205108642578,0.4653846153846154,0.37599372030866196,0.22126591288960062,230,287,261.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.114249388265341701207347458535,1,196.0,164.0,227.5,0.7538461538461538,0.7161572052401747,0.7954545454545454,230,287,261.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.114249388265341701207347458535,2,226.0,175.09091186523438,98.09091186523438,0.8692307692307693,0.7645891347826829,0.3429752163120083,230,287,261.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.114914167428485563471327801935,0,252.0,96.80952453613281,109.07142639160156,0.8842105263157894,0.4566487006421359,0.39375966206354357,213,278,286.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.114914167428485563471327801935,1,238.0,131.0,71.0,0.8350877192982457,0.6179245283018868,0.2563176895306859,213,278,286.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.115386642382564804180764325545,0,81.0,165.8346405029297,233.1653594970703,0.27181208053691275,0.714804484926421,0.8012555309177674,233,292,299.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.117040183261056772902616195387,0,116.0,141.7391357421875,233.5,0.3729903536977492,0.6685808289725825,0.6949404761904762,213,337,312.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.117040183261056772902616195387,1,72.0,181.5737762451172,266.0,0.2315112540192926,0.8564800766279113,0.7916666666666666,213,337,312.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.117040183261056772902616195387,2,129.0,178.5,61.0,0.41479099678456594,0.8419811320754716,0.18154761904761904,213,337,312.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.117040183261056772902616195387,3,54.0,139.46665954589844,145.13333129882812,0.17363344051446947,0.6578616016315963,0.4319444383893694,213,337,312.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.117040183261056772902616195387,4,59.0,167.5,56.28571319580078,0.18971061093247588,0.7900943396226415,0.1675170035589309,213,337,312.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.118140393257625250121502185026,0,56.0,190.11904907226562,118.5,0.1830065359477124,0.8761246501026065,0.3454810495626822,218,344,307.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.118140393257625250121502185026,1,87.0,109.93939208984375,17.15151596069336,0.28431372549019607,0.5066331432711694,0.05000441971047627,218,344,307.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.118140393257625250121502185026,2,137.0,121.5862045288086,39.72413635253906,0.4477124183006536,0.5603050899945097,0.11581380860798561,218,344,307.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.119209873306155771318545953948,0,97.0,39.5,111.5,0.33448275862068966,0.1880952380952381,0.37796610169491524,211,296,291.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.119209873306155771318545953948,1,144.0,37.54838562011719,71.41935729980469,0.496551724137931,0.17880183628627233,0.24209951627052437,211,296,291.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.119304665257760307862874140576,0,49.0,105.83243560791016,16.36216163635254,0.16554054054054054,0.5137496874170396,0.05993465800861736,207,274,297.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.119515474430718803379832249911,0,264.0,150.84210205078125,249.15789794921875,0.825,0.6704093424479166,0.80633623931786,226,310,321.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.119806527488108718706404165837,0,77.0,38.11111068725586,72.88888549804688,0.24758842443729903,0.1693827141655816,0.22427349384014422,226,326,312.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.121108220866971173712229588402,0,212.0,51.0,45.0,0.6708860759493671,0.23943661971830985,0.1618705035971223,214,279,317.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.121391737347333465796214915391,0,168.0,44.23698043823242,199.0416717529297,0.6021505376344086,0.21267779056842512,0.6200675132490021,209,322,280.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.121824995088859376862458155637,0,207.0,138.14285278320312,45.80952453613281,0.6831683168316832,0.5481859237428696,0.15219111141572364,253,302,304.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.121824995088859376862458155637,1,226.0,164.5,213.2857208251953,0.7458745874587459,0.6527777777777778,0.7085904346352003,253,302,304.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.121993590721161347818774929286,0,94.0,134.0,59.5,0.29283489096573206,0.708994708994709,0.20877192982456141,190,286,322.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.121993590721161347818774929286,1,119.0,133.17105102539062,99.17105102539062,0.3707165109034268,0.7046087355840773,0.3479686000890899,190,286,322.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.122621219961396951727742490470,0,83.0,95.21154022216797,98.30769348144531,0.27946127946127947,0.39837464528103755,0.29700209511010667,240,332,298.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.122914038048856168343065566972,0,95.0,77.1463394165039,27.85365867614746,0.3064516129032258,0.34287261962890625,0.08814448948147931,226,317,311.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.122914038048856168343065566972,1,75.0,170.87179565429688,30.871795654296875,0.24193548387096775,0.7594302029079861,0.09769555586802808,226,317,311.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.122914038048856168343065566972,2,111.0,185.88888549804688,247.88888549804688,0.3580645161290323,0.8261728244357639,0.7844584984115407,226,317,311.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.122914038048856168343065566972,3,92.0,158.88888549804688,287.5185241699219,0.2967741935483871,0.7061728244357639,0.9098687473731705,226,317,311.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.122914038048856168343065566972,4,85.0,165.25,30.25,0.27419354838709675,0.7344444444444445,0.09572784810126582,226,317,311.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.122914038048856168343065566972,5,83.0,88.4117660522461,78.11764526367188,0.267741935483871,0.3929411824544271,0.24720773817617683,226,317,311.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.123654356399290048011621921476,0,167.0,146.5,227.22222900390625,0.5738831615120275,0.6341991341991342,0.7145353113330385,232,319,292.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.123654356399290048011621921476,1,104.0,45.27777862548828,49.11111068725586,0.35738831615120276,0.19600769967743845,0.15443745499137063,232,319,292.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.123697637451437522065941162930,0,199.0,91.04570007324219,232.6317138671875,0.6958041958041958,0.48172328081080523,0.8368047261409622,190,279,287.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565,0,41.0,112.5,297.5,0.13898305084745763,0.4891304347826087,0.9414556962025317,231,317,296.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.124663713663969377020085460568,0,216.0,148.0,260.0,0.8503937007874016,0.6016260162601627,0.7103825136612022,247,367,255.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.124663713663969377020085460568,1,155.0,182.7014923095703,94.20895385742188,0.610236220472441,0.7426889931283346,0.25740151327164446,247,367,255.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.124663713663969377020085460568,2,216.0,182.5757598876953,120.42424011230469,0.8503937007874016,0.7421778857223387,0.3290279784489199,247,367,255.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.124822907934319930841506266464,0,127.0,242.60000610351562,112.04000091552734,0.3944099378881988,0.9259542217691437,0.34473846435546873,263,326,323.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.124822907934319930841506266464,1,161.0,241.90908813476562,106.09091186523438,0.5,0.923317130285365,0.3264335749699519,263,326,323.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.124822907934319930841506266464,2,242.0,78.5,247.5,0.7515527950310559,0.29961832061068705,0.7615384615384615,263,326,323.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.124822907934319930841506266464,3,129.0,238.38461303710938,242.61538696289062,0.40062111801242234,0.9098649352561426,0.7465088829627404,263,326,323.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.124822907934319930841506266464,4,297.0,173.0,199.0,0.922360248447205,0.6603053435114504,0.6123076923076923,263,326,323.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.125124219978170516876304987559,0,244.0,157.62637329101562,100.43955993652344,0.8683274021352313,0.6255014813135541,0.2945441640367256,253,342,282.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.125124219978170516876304987559,1,122.0,196.5,295.0,0.43416370106761565,0.7797619047619048,0.8651026392961877,253,342,282.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.125124219978170516876304987559,2,160.0,154.0,282.5,0.5693950177935944,0.6111111111111112,0.8284457478005866,253,342,282.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.126264578931778258890371755354,0,252.0,117.57575988769531,222.4242401123047,0.7899686520376176,0.5202467251667934,0.71749754874937,227,311,320.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.126631670596873065041988320084,0,269.0,142.0892791748047,81.42857360839844,0.8354037267080745,0.6315079074435764,0.2696310384384054,226,303,323.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.126631670596873065041988320084,1,88.0,85.31914520263672,222.425537109375,0.2732919254658385,0.3791962009006076,0.7365084010244205,226,303,323.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.126704785377921920210612476953,0,105.0,98.84210205078125,241.15789794921875,0.375,0.49669398015467964,0.87376049981601,200,277,281.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.127965161564033605177803085629,0,131.0,102.5,36.0,0.5574468085106383,0.5125,0.14342629482071714,201,252,236.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912,0,205.0,182.44705200195312,185.3647003173828,0.7321428571428571,0.8218335675763654,0.6716112330339957,223,277,281.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.128059192202504367870633619224,0,189.0,67.5897445678711,218.0,0.6678445229681979,0.3520299196243286,0.7517241379310344,193,291,284.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.128059192202504367870633619224,1,52.0,108.25926208496094,235.59259033203125,0.18374558303886926,0.5638503233591715,0.8123882425242457,193,291,284.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.128881800399702510818644205032,0,176.0,154.40151977539062,58.09848403930664,0.6263345195729537,0.7918026655148237,0.20033960013554014,196,291,282.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.128881800399702510818644205032,1,174.0,125.47107696533203,36.85950469970703,0.6192170818505338,0.643441420335036,0.12710174034381735,196,291,282.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.129007566048223160327836686225,0,143.0,179.5,179.5,0.5355805243445693,0.8713592233009708,0.6232638888888888,207,289,268.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.129007566048223160327836686225,1,136.0,173.0,56.0,0.5093632958801498,0.8398058252427184,0.19444444444444445,207,289,268.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.129055977637338639741695800950,0,219.0,176.5,69.16666412353516,0.7373737373737373,0.7775330396475771,0.22168802603697166,228,313,298.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.129567032250534530765928856531,0,180.0,86.0,218.0,0.72,0.4056603773584906,0.7569444444444444,213,289,251.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.129982010889624423230394257528,0,145.0,134.5,277.0,0.5215827338129496,0.6285046728971962,0.8878205128205128,215,313,279.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.129982010889624423230394257528,1,85.0,87.9000015258789,110.94999694824219,0.3057553956834532,0.4107476706816771,0.3556089645776993,215,313,279.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.129982010889624423230394257528,2,166.0,168.5,127.0,0.5971223021582733,0.7873831775700935,0.40705128205128205,215,313,279.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.129982010889624423230394257528,3,51.0,188.63157653808594,48.78947448730469,0.18345323741007194,0.8814559651312427,0.15637652079264322,215,313,279.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.130036599816889919308975074972,0,195.0,62.0,59.29999923706055,0.6037151702786377,0.2683982683982684,0.19129032011955016,232,311,324.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.130438550890816550994739120843,0,238.0,101.22222137451172,206.5,0.7986577181208053,0.5442054912608157,0.7942307692307692,187,261,299.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.130765375502800983459674173881,0,63.0,108.0,22.0,0.23507462686567165,0.5070422535211268,0.08764940239043825,214,252,269.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.130765375502800983459674173881,1,75.0,113.0,222.64706420898438,0.2798507462686567,0.5305164319248826,0.8870400964501369,214,252,269.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.131939324905446238286154504249,0,165.0,187.36419677734375,77.44444274902344,0.632183908045977,0.7839506141311454,0.22382786921683073,240,347,262.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.131939324905446238286154504249,1,80.0,185.05332946777344,109.65333557128906,0.3065134099616858,0.7742817132542822,0.3169171548303152,240,347,262.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.132817748896065918417924920957,0,143.0,168.77777099609375,204.6666717529297,0.539622641509434,0.8153515507057669,0.7608426459216717,208,270,266.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.133378195429627807109985347209,0,148.0,191.76712036132812,83.86986541748047,0.5584905660377358,0.9219573094294622,0.2902071467732888,209,290,266.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.133378195429627807109985347209,1,28.0,163.44554138183594,107.8910903930664,0.10566037735849057,0.7857958720280573,0.37332557229434743,209,290,266.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.134370886216012873213579659366,0,268.0,128.2985076904297,82.20895385742188,0.8617363344051447,0.6447161190473853,0.31022246738649767,200,266,312.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.134370886216012873213579659366,1,100.0,170.7142791748047,85.5,0.3215434083601286,0.8578606993708778,0.32264150943396225,200,266,312.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.134519406153127654901640638633,0,137.0,71.23008728027344,52.76991271972656,0.42679127725856697,0.3070262382770407,0.15752212752157183,233,336,322.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.134519406153127654901640638633,1,288.0,160.25640869140625,136.74359130859375,0.897196261682243,0.6907603822905442,0.4081898248017724,233,336,322.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.134996872583497382954024478441,0,201.0,126.0,80.11940002441406,0.8305785123966942,0.5675675675675675,0.28112070184004934,223,286,243.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.134996872583497382954024478441,1,191.0,167.1836700439453,96.81632995605469,0.7892561983471075,0.7530795947925465,0.3397064208984375,223,286,243.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.134996872583497382954024478441,2,125.0,69.0,83.0,0.5165289256198347,0.3108108108108108,0.2912280701754386,223,286,243.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.134996872583497382954024478441,3,74.0,85.24324035644531,266.7567443847656,0.30578512396694213,0.3839785601641681,0.9359885767886513,223,286,243.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.135657246677982059395844827629,0,215.0,152.2341766357422,50.563289642333984,0.7570422535211268,0.6919735301624644,0.17495947973125947,221,290,285.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.137375498893536422914241295628,0,114.0,206.40740966796875,117.25926208496094,0.4175824175824176,0.8494132085101594,0.35749775025902725,244,329,274.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.137763212752154081977261297097,0,89.0,153.03305053710938,52.01652908325195,0.363265306122449,0.7322155528091358,0.17998798990744622,210,290,246.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.137763212752154081977261297097,1,92.0,122.6597900390625,28.855670928955078,0.37551020408163266,0.586888947555323,0.09984661221091723,210,290,246.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.137773550852881583165286615668,0,127.0,62.88163375854492,240.03265380859375,0.47924528301886793,0.26987825647444175,0.8696835282920063,234,277,266.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.137773550852881583165286615668,1,141.0,85.2125015258789,208.4250030517578,0.5320754716981132,0.3657188906690082,0.7551630545353544,234,277,266.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.138080888843357047811238713686,0,125.0,132.8333282470703,29.5,0.42662116040955633,0.6847078775622181,0.09609120521172639,195,308,294.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.138813197521718693188313387015,0,81.0,169.22552490234375,206.17446899414062,0.25077399380804954,0.6796205819371235,0.6343829815204327,250,326,324.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.138904664700896606480369521124,0,171.0,200.80374145507812,85.75701141357422,0.608540925266904,0.7813375153894091,0.2739840620241988,258,314,282.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.138904664700896606480369521124,1,143.0,133.5,57.5,0.5088967971530249,0.519455252918288,0.18370607028753994,258,314,282.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.138904664700896606480369521124,2,141.0,66.9000015258789,258.95001220703125,0.501779359430605,0.26031128998396463,0.8273163329298123,258,314,282.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.139258777898746693365877042411,0,115.0,71.5,49.13793182373047,0.44573643410852715,0.33726415094339623,0.18754935810584147,213,263,259.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.140239815496047437552471323962,0,135.0,165.0408172607422,236.0408172607422,0.5113636363636364,0.7270520584173664,0.8552203523939934,228,277,265.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.140253591510022414496468423138,0,249.0,149.1914825439453,93.04255676269531,0.8137254901960784,0.7242304977861423,0.28280412389876997,207,330,307.0,5
