seriesuid,png,grid,foreground_fraction,foreground_mean,foreground_std,image_p99,z_range,z_std,grad_p95,grad_p99,grad_max,edge_z_std,control_points,control_labels,anchor_labels,control_z_range,pseudo_region_count,qc_badness,qc_rank_worst_no_nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.237915456403882324748189195892,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.237915456403882324748189195892/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.237915456403882324748189195892.png,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.237915456403882324748189195892/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.237915456403882324748189195892.npy,0.6679534683326153,0.3180840909481048,0.2250842899084091,0.8823529481887817,161.5723876953125,22.191160202026367,2.833980369567871,5.342795886993408,25.39988899230957,9.592470169067385,43,35,8,108.0,7,0.4508877898110283,11
1.3.6.1.4.1.14519.5.2.1.6279.6001.124656777236468248920498636247,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.124656777236468248920498636247/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.124656777236468248920498636247.png,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.124656777236468248920498636247/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.124656777236468248920498636247.npy,0.4923099180911681,0.3462656438350677,0.2187549769878387,0.9372549057006836,140.23330688476562,18.647924423217773,2.026214122772217,5.475799226760864,34.96870422363281,7.312033653259277,38,30,8,77.0,6,0.4142451186180114,12
1.3.6.1.4.1.14519.5.2.1.6279.6001.139444426690868429919252698606,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.139444426690868429919252698606/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.139444426690868429919252698606.png,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.139444426690868429919252698606/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.139444426690868429919252698606.npy,0.6080175438596491,0.3397930860519409,0.2436408251523971,1.0,134.5960693359375,30.255237579345703,1.7543494880199433,5.013125433921824,18.433021545410156,13.658896446228027,33,25,8,120.0,5,0.4050736484580572,13
1.3.6.1.4.1.14519.5.2.1.6279.6001.248360766706804179966476685510,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.248360766706804179966476685510/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.248360766706804179966476685510.png,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.248360766706804179966476685510/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.248360766706804179966476685510.npy,0.5975750148544267,0.382254421710968,0.2411184757947921,1.0,140.03256225585938,17.942068099975586,2.2867692708969116,5.087821245193475,15.701201438903809,5.187944412231445,53,45,8,123.0,9,0.3975510064760842,14
1.3.6.1.4.1.14519.5.2.1.6279.6001.232058316950007760548968840196,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.232058316950007760548968840196/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.232058316950007760548968840196.png,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.232058316950007760548968840196/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.232058316950007760548968840196.npy,0.5044375216337833,0.3479750752449035,0.2406280040740966,0.9960784316062928,128.20249938964844,25.104822158813477,1.4479133844375611,4.477581996917688,22.41912078857422,22.15619850158691,23,15,8,51.0,3,0.3972342888938044,15
1.3.6.1.4.1.14519.5.2.1.6279.6001.177985905159808659201278495182,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.177985905159808659201278495182/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.177985905159808659201278495182.png,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.177985905159808659201278495182/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.177985905159808659201278495182.npy,0.5886421043463113,0.3632974624633789,0.2483408600091934,0.9533333361148776,118.8194808959961,22.10287857055664,2.0217470169067373,4.776894664764401,14.224528312683104,12.341818809509276,38,30,8,81.0,6,0.3687655721240572,16
1.3.6.1.4.1.14519.5.2.1.6279.6001.333319057944372470283038483725,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.333319057944372470283038483725/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.333319057944372470283038483725.png,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.333319057944372470283038483725/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.333319057944372470283038483725.npy,0.5151188558834571,0.3016743957996368,0.2278257608413696,0.9254902005195618,129.19485473632812,29.46480369567871,1.4840252280235278,2.957789626121523,9.564794540405272,16.277299880981445,33,25,8,120.0,5,0.340230224190818,17
1.3.6.1.4.1.14519.5.2.1.6279.6001.203179378754043776171267611064,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.203179378754043776171267611064/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.203179378754043776171267611064.png,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.203179378754043776171267611064/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.203179378754043776171267611064.npy,0.5762097551571236,0.3641134798526764,0.2444681972265243,1.0,118.26644897460938,26.985759735107425,1.6041039288043963,3.744063692092892,8.21988296508789,12.858391761779783,23,15,8,100.0,3,0.3380068629688686,18
1.3.6.1.4.1.14519.5.2.1.6279.6001.910757789941076242457816491305,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.910757789941076242457816491305/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.910757789941076242457816491305.png,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.910757789941076242457816491305/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.910757789941076242457816491305.npy,0.5865458170101301,0.3217567801475525,0.2161019742488861,0.9176470637321472,121.3458251953125,22.49062728881836,1.3429193675518027,3.881667647361754,12.600186347961426,8.654085159301758,23,15,8,63.0,3,0.337924371767044,19
1.3.6.1.4.1.14519.5.2.1.6279.6001.184019785706727365023450012318,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.184019785706727365023450012318/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.184019785706727365023450012318.png,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.184019785706727365023450012318/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.184019785706727365023450012318.npy,0.6381696745772346,0.3080053925514221,0.2201594412326812,0.8507058912515651,135.479736328125,26.971033096313477,1.5409214913845064,2.14905686616897,5.400078296661377,17.12445831298828,48,40,8,107.0,8,0.3283256183385847,20
1.3.6.1.4.1.14519.5.2.1.6279.6001.148935306123327835217659769212,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.148935306123327835217659769212/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.148935306123327835217659769212.png,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.148935306123327835217659769212/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.148935306123327835217659769212.npy,0.6467576516191553,0.3283323943614959,0.2289810627698898,0.9607843160629272,106.2082748413086,24.266881942749023,1.8557890653610212,3.935978131294251,8.469449043273926,12.925207138061523,53,45,8,96.0,9,0.3238158178700341,21
1.3.6.1.4.1.14519.5.2.1.6279.6001.315918264676377418120578391325,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.315918264676377418120578391325/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.315918264676377418120578391325.png,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.315918264676377418120578391325/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.315918264676377418120578391325.npy,0.5258985733729898,0.3365216851234436,0.2316601425409317,0.9372549057006836,136.73617553710938,32.836360931396484,1.1750098824501034,1.604870417118072,1.8857015371322632,20.61294174194336,18,10,8,134.0,2,0.321846275613043,22
1.3.6.1.4.1.14519.5.2.1.6279.6001.188484197846284733942365679565,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.188484197846284733942365679565/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.188484197846284733942365679565.png,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.188484197846284733942365679565/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.188484197846284733942365679565.npy,0.5773173530536785,0.332206130027771,0.2207656651735305,0.9215686321258544,107.24156188964844,27.15360641479492,1.5956434071063998,2.9463097262382534,19.175466537475582,17.174774169921875,43,35,8,104.0,7,0.3052913930919436,23
1.3.6.1.4.1.14519.5.2.1.6279.6001.222087811960706096424718056430,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.222087811960706096424718056430/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.222087811960706096424718056430.png,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.222087811960706096424718056430/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.222087811960706096424718056430.npy,0.5363261582130909,0.3372839391231537,0.2390586137771606,0.9607843160629272,104.59075927734376,22.06028175354004,1.4236713349819183,3.64515762329102,5.1193366050720215,9.352632522583008,23,15,8,90.0,3,0.3044562886555991,24
1.3.6.1.4.1.14519.5.2.1.6279.6001.308183340111270052562662456038,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.308183340111270052562662456038/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.308183340111270052562662456038.png,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.308183340111270052562662456038/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.308183340111270052562662456038.npy,0.6119885139985642,0.3490943014621734,0.2361634820699691,0.9176470637321472,100.30335998535156,22.099233627319336,1.4239320278167724,3.5965164113044725,4.960707664489746,11.343920707702637,18,10,8,90.0,2,0.3002764716651703,25
1.3.6.1.4.1.14519.5.2.1.6279.6001.596908385953413160131451426904,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.596908385953413160131451426904/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.596908385953413160131451426904.png,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.596908385953413160131451426904/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.596908385953413160131451426904.npy,0.5646640897212544,0.3153521120548248,0.232102945446968,0.9770196092128732,113.49510955810548,23.195941925048828,1.3517501771450036,3.1989170074462887,4.434791564941406,6.1173577308654785,18,10,8,104.0,2,0.2987201544443766,26
1.3.6.1.4.1.14519.5.2.1.6279.6001.100332161840553388986847034053,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.100332161840553388986847034053/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.100332161840553388986847034053.png,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.100332161840553388986847034053/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.100332161840553388986847034053.npy,0.5506624029237095,0.3651326298713684,0.2280482649803161,0.9516078460216516,95.5488510131836,22.610641479492188,1.670739555358885,3.610347385406497,9.582072257995604,8.801313400268555,23,15,8,75.0,3,0.2871169808069866,27
1.3.6.1.4.1.14519.5.2.1.6279.6001.306140003699110313373771452136,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.306140003699110313373771452136/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.306140003699110313373771452136.png,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.306140003699110313373771452136/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.306140003699110313373771452136.npy,0.5614713425872224,0.3405367136001587,0.2145842462778091,0.8901960849761963,107.92073059082033,17.10355567932129,1.0184252023696887,2.70198073387146,9.679781913757324,8.4343900680542,18,10,8,78.0,2,0.2796703953742981,28
1.3.6.1.4.1.14519.5.2.1.6279.6001.223650122819238796121876338881,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.223650122819238796121876338881/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.223650122819238796121876338881.png,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.223650122819238796121876338881/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.223650122819238796121876338881.npy,0.5388890927101295,0.371015191078186,0.233580470085144,0.9490196108818054,106.81946563720705,22.880298614501953,1.4898313760757438,2.584463684558872,3.1060173511505127,7.808542251586914,23,15,8,100.0,3,0.2729186693800821,29
1.3.6.1.4.1.14519.5.2.1.6279.6001.313756547848086902190878548835,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.313756547848086902190878548835/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.313756547848086902190878548835.png,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.313756547848086902190878548835/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.313756547848086902190878548835.npy,0.6514856683963429,0.3141385316848755,0.2242667973041534,0.9607843160629272,116.50933837890624,24.622007369995117,1.194062268733978,1.3719218063354488,1.431663990020752,15.175564765930176,18,10,8,115.0,2,0.2690633620791965,30
1.3.6.1.4.1.14519.5.2.1.6279.6001.339484970190920330170416228517,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.339484970190920330170416228517/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.339484970190920330170416228517.png,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.339484970190920330170416228517/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.339484970190920330170416228517.npy,0.5959529126347421,0.3207986354827881,0.2309478968381881,0.95686274766922,106.0908660888672,23.256837844848633,0.9890999495983124,1.9097863018512735,2.930678606033325,11.288182258605955,28,20,8,101.0,4,0.259196548667219,31
1.3.6.1.4.1.14519.5.2.1.6279.6001.286647622786041008124419915089,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.286647622786041008124419915089/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.286647622786041008124419915089.png,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.286647622786041008124419915089/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.286647622786041008124419915089.npy,0.5300665241149917,0.3015138208866119,0.2298164069652557,0.9090196132660028,116.0451202392578,27.58225440979004,0.9616665571928024,1.0465498650074003,1.14874267578125,14.388495445251465,18,10,8,114.0,2,0.2567794640050994,32
1.3.6.1.4.1.14519.5.2.1.6279.6001.398955972049286139436103068984,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.398955972049286139436103068984/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.398955972049286139436103068984.png,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.398955972049286139436103068984/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.398955972049286139436103068984.npy,0.4144331763853676,0.4396023154258728,0.2183387130498886,0.9686274528503418,90.15320587158205,11.455056190490724,1.3267095386981964,2.9449501633644104,18.297054290771484,5.721952438354492,18,10,8,22.0,2,0.2513192978832456,33
1.3.6.1.4.1.14519.5.2.1.6279.6001.330643702676971528301859647742,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.330643702676971528301859647742/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.330643702676971528301859647742.png,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.330643702676971528301859647742/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.330643702676971528301859647742.npy,0.5993630573248407,0.317570149898529,0.230039969086647,0.8980392217636108,93.81812286376952,15.689990043640137,1.0200805604457857,2.200868992805484,3.0248448848724365,11.036331176757812,28,20,8,89.0,4,0.2469147882832421,34
1.3.6.1.4.1.14519.5.2.1.6279.6001.325580698241281352835338693869,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.325580698241281352835338693869/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.325580698241281352835338693869.png,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.325580698241281352835338693869/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.325580698241281352835338693869.npy,0.5077819616281155,0.3565061390399933,0.2366358786821365,1.0,86.57818603515625,16.49968147277832,1.2315408885478971,2.913820364475241,3.928467750549317,5.643986701965332,18,10,8,80.0,2,0.2442537803305517,35
1.3.6.1.4.1.14519.5.2.1.6279.6001.205852555362702089950453265567,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.205852555362702089950453265567/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.205852555362702089950453265567.png,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.205852555362702089950453265567/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.205852555362702089950453265567.npy,0.6343514328808446,0.3576103448867798,0.2418870329856872,0.9903921574354286,92.38294219970705,24.43544578552246,1.3015378773212432,1.7484889960289005,1.8854584693908691,14.752187728881836,23,15,8,89.0,3,0.2392088796112272,36
1.3.6.1.4.1.14519.5.2.1.6279.6001.472487466001405705666001578363,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.472487466001405705666001578363/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.472487466001405705666001578363.png,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.472487466001405705666001578363/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.472487466001405705666001578363.npy,0.506739425639994,0.3280712068080902,0.233687087893486,1.0,102.88458251953124,24.91493034362793,0.8714793443679807,1.3797871851921082,3.063180446624756,10.546879768371582,28,20,8,95.0,4,0.2363054303513632,37
1.3.6.1.4.1.14519.5.2.1.6279.6001.261678072503577216586082745513,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.261678072503577216586082745513/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.261678072503577216586082745513.png,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.261678072503577216586082745513/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.261678072503577216586082745513.npy,0.5589812666816334,0.2901369333267212,0.2270694971084594,0.8784313797950745,102.48053741455078,23.53172492980957,0.9154232114553452,1.0111039066314695,1.0424737930297852,11.239582061767578,18,10,8,102.0,2,0.2261108619160122,38
1.3.6.1.4.1.14519.5.2.1.6279.6001.470912100568074901744259213968,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.470912100568074901744259213968/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.470912100568074901744259213968.png,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.470912100568074901744259213968/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.470912100568074901744259213968.npy,0.5344326091753425,0.3800307810306549,0.2579317688941955,1.0,95.4339599609375,23.16636848449707,1.2666337490081787,1.4282926321029663,1.4972373247146606,10.05233097076416,23,15,8,94.0,3,0.2242438921663496,39
