seriesuid,foreground_fraction_gt,foreground_std_gt,z_range_gt,z_std_gt,grad_p99_gt,grad_max_gt,qc_badness_gt,control_labels_gt,anchor_labels_gt,control_z_range_gt,foreground_fraction_detector,foreground_std_detector,z_range_detector,z_std_detector,grad_p99_detector,grad_max_detector,qc_badness_detector,control_labels_detector,anchor_labels_detector,control_z_range_detector,foreground_fraction_delta_detector_minus_gt,foreground_std_delta_detector_minus_gt,z_range_delta_detector_minus_gt,z_std_delta_detector_minus_gt,grad_p99_delta_detector_minus_gt,grad_max_delta_detector_minus_gt,qc_badness_delta_detector_minus_gt,detector_better_qc
1.3.6.1.4.1.14519.5.2.1.6279.6001.888615810685807330497715730842,0.6702760590195145,0.2538846731185913,4.5043792724609375,1.2710319757461548,0.11070280872285367,0.1527004837989807,0.012551488559196394,5,8,0.0,0.4549024274155164,0.23919393122196198,227.4926300048828,47.38302230834961,11.341765108108516,33.64255142211914,0.785877211496565,35,8,210.00906372070312,-0.21537363160399808,-0.014690741896629333,222.98825073242188,46.111990332603455,11.231062299385663,33.48985093832016,0.7733257229373686,False
1.3.6.1.4.1.14519.5.2.1.6279.6001.254138388912084634057282064266,0.6805330723186387,0.26587146520614624,4.281494140625,1.107060194015503,0.0977641623467207,0.13708904385566711,0.011594468663550085,5,8,0.0,0.6737943756352821,0.26451873779296875,241.82618713378906,42.38062286376953,9.333993196487427,27.63907241821289,0.7506009777386983,35,8,216.35711669921875,-0.006738696683356582,-0.0013527274131774902,237.54469299316406,41.27356266975403,9.236229034140706,27.501983374357224,0.7390065090751482,False
1.3.6.1.4.1.14519.5.2.1.6279.6001.162901839201654862079549658100,0.6298921941123776,0.23085086047649384,5.026519775390625,1.2584108114242554,0.09856693111360076,0.13549910485744476,0.013124130085524585,1,8,0.0,0.6425725141321471,0.2322167307138443,248.38575744628906,41.57756805419922,9.021829891204842,91.21610260009766,0.7501329147550797,35,8,212.23825073242188,0.012680320019769487,0.0013658702373504639,243.35923767089844,40.31915724277496,8.923262960091241,91.08060349524021,0.7370087846695551,False
1.3.6.1.4.1.14519.5.2.1.6279.6001.235364978775280910367690540811,0.5606130092486433,0.2417377233505249,1.0290260314941406,0.27786561846733093,0.026129216011613613,0.03652063384652138,0.0028870276626820363,1,8,0.0,0.6364365971107544,0.2432072013616562,255.0,47.401702880859375,8.464349718093901,62.17092514038086,0.7304729347123048,35,8,163.4710235595703,0.07582358786211107,0.0014694780111312866,253.97097396850586,47.123837262392044,8.438220502082288,62.13440450653434,0.7275859070496228,False
1.3.6.1.4.1.14519.5.2.1.6279.6001.253283426904813468115158375647,0.5636450945626478,0.23327960073947906,3.7179489135742188,1.0719748735427856,0.08213426187634468,0.1090974360704422,0.010078676198422908,10,8,1.0,0.48197399527186763,0.23530171811580658,247.89022827148438,39.595985412597656,9.242646188735957,51.9681510925293,0.7288055104043747,35,8,116.06892395019531,-0.08167109929078015,0.0020221173763275146,244.17227935791016,38.52401053905487,9.160511926859613,51.859053656458855,0.7187268342059517,False
1.3.6.1.4.1.14519.5.2.1.6279.6001.199261544234308780356714831537,0.4209341430536834,0.24653179943561554,7.456390380859375,2.0529863834381104,0.16700155496597288,0.23237481713294983,0.020269633089171513,1,8,0.0,0.6219930793924318,0.24799463152885437,304.4903564453125,68.4618911743164,4.898095054626458,45.75369644165039,0.7365373069339326,35,8,263.2976989746094,0.20105893633874838,0.0014628320932388306,297.0339660644531,66.4089047908783,4.731093499660485,45.52132162451744,0.7162676738447611,False
1.3.6.1.4.1.14519.5.2.1.6279.6001.232011770495640253949434620907,0.5887284701114488,0.22544649243354797,25.945465087890625,5.848024368286133,0.2531216454505921,0.43483254313468933,0.05914437042607203,10,8,25.0,0.5155268490374874,0.2288179099559784,289.9175109863281,40.49884033203125,7.051650414466883,29.545698165893555,0.7340522929244578,35,8,191.33718872070312,-0.07320162107396144,0.00337141752243042,263.9720458984375,34.65081596374512,6.798528769016291,29.110865622758865,0.6749079224983858,False
1.3.6.1.4.1.14519.5.2.1.6279.6001.215104063467523905369326175410,0.631582302690297,0.2473762333393097,3.0894546508789062,0.7789319157600403,0.07984859064221382,0.11008573323488235,0.008567083439396488,1,8,0.0,0.5336605890603086,0.25316059589385986,212.8223114013672,44.97312545776367,9.229707832336432,70.13455200195312,0.6743799900902643,35,8,149.61624145507812,-0.09792171362998847,0.005784362554550171,209.73285675048828,44.19419354200363,9.149859241694218,70.02446626871824,0.6658129066508678,False
1.3.6.1.4.1.14519.5.2.1.6279.6001.428038562098395445838061018440,0.6259512729263619,0.2457023411989212,4.4246826171875,1.2642078399658203,0.10520497858524322,0.1429309844970703,0.012274320228232277,5,8,0.0,0.6400583994890044,0.2549751102924347,244.57064819335938,53.19782257080078,7.193814573287959,16.59294891357422,0.6748688839488558,35,8,243.21792602539062,0.014107126562642569,0.009272769093513489,240.14596557617188,51.93361473083496,7.0886095947027155,16.45001792907715,0.6625945637206235,False
1.3.6.1.4.1.14519.5.2.1.6279.6001.199975006921901879512837687266,0.32691545312789067,0.24089926481246948,22.6553955078125,5.380715847015381,0.2077156162261963,0.22355683147907257,0.06260250566050939,2,8,22.0,0.4460052329730158,0.236533984541893,238.26776123046875,66.85804748535156,7.589362249374403,111.27989196777344,0.724357630379995,35,8,147.4063720703125,0.11908977984512514,-0.004365280270576477,215.61236572265625,61.47733163833618,7.381646633148207,111.05633513629436,0.6617551247194856,False
1.3.6.1.4.1.14519.5.2.1.6279.6001.341557859428950960906150406596,0.538057973048849,0.25118884444236755,4.686492919921875,1.2828071117401123,0.11515317045152186,0.16421522200107574,0.013043330482062365,5,8,0.0,0.5419006176305446,0.23259124159812927,250.1710968017578,57.62546157836914,6.55934202671047,16.953826904296875,0.6734805646207586,35,8,248.05670166015625,0.0038426445816956978,-0.01859760284423828,245.48460388183594,56.34265446662903,6.444188856258949,16.7896116822958,0.6604372341386961,False
1.3.6.1.4.1.14519.5.2.1.6279.6001.301582691063019848479942618641,0.5663022147462854,0.22809548676013947,7.0623626708984375,1.8665612936019897,0.13797770544886592,0.19590190052986145,0.018464736390279398,1,8,0.0,0.7193337920840024,0.2226090133190155,268.0466613769531,51.62070083618164,5.919739460945141,9.213141441345215,0.672608027537664,35,8,266.9990234375,0.153031577337717,-0.005486473441123962,260.9842987060547,49.75413954257965,5.781761755496275,9.017239540815353,0.6541432911473847,False
1.3.6.1.4.1.14519.5.2.1.6279.6001.655242448149322898770987310561,0.6504115260688826,0.24193651974201202,2.247344970703125,0.6003918051719666,0.05936644971370696,0.08143392205238342,0.006485344717899958,1,8,0.0,0.6105778059733885,0.257583349943161,251.502197265625,50.20654296875,6.62272670745849,27.013572692871094,0.6581433694203692,35,8,243.8182373046875,-0.03983372009549413,0.015646830201148987,249.25485229492188,49.60615116357803,6.563360257744783,26.93213877081871,0.6516580247024693,False
1.3.6.1.4.1.14519.5.2.1.6279.6001.625270601160880745954773142570,0.5044685884517656,0.2601046860218048,6.4030914306640625,1.7456028461456299,0.13379187822341915,0.18692554533481598,0.017012282972865632,1,8,0.0,0.5761266392125938,0.26994991302490234,248.663330078125,36.18352127075195,6.307087254524225,24.20061492919922,0.6658072628180185,35,8,239.24639892578125,0.0716580507608282,0.009845227003097534,242.26023864746094,34.43791842460632,6.173295376300806,24.013689383864403,0.6487949798451529,False
1.3.6.1.4.1.14519.5.2.1.6279.6001.994459772950022352718462251777,0.6572052401746725,0.22344399988651276,146.39627075195312,25.190279006958008,1.6049614572525013,2.3009085655212402,0.32685161140759783,3,8,141.0,0.6279293079402821,0.22894452512264252,338.0,53.52064514160156,12.07042247772208,120.5226058959961,0.9686268124474393,35,8,182.83824157714844,-0.0292759322343904,0.005500525236129761,191.60372924804688,28.330366134643555,10.465461020469577,118.22169733047485,0.6417752010398414,False
1.3.6.1.4.1.14519.5.2.1.6279.6001.292049618819567427252971059233,0.591143340940882,0.2219170778989792,4.002105712890625,1.1371921300888062,0.09512830778956417,0.12622098624706268,0.011149875490036276,5,8,0.0,0.4221821394390046,0.23500806093215942,245.37245178222656,44.933349609375,5.797878069877628,13.500480651855469,0.6523801490624747,35,8,238.08631896972656,-0.16896120150187732,0.013090983033180237,241.37034606933594,43.796157479286194,5.702749762088064,13.374259665608406,0.6412302735724383,False
1.3.6.1.4.1.14519.5.2.1.6279.6001.194440094986948071643661798326,0.39714159585034764,0.24491341412067413,2.1512451171875,0.536585807800293,0.04211770564317703,0.05666536092758179,0.005672190971838104,1,8,0.0,0.6936734356031343,0.21390126645565033,273.59271240234375,52.01546096801758,5.403789825439513,71.56661987304688,0.6412341336568215,35,8,172.38497924804688,0.2965318397527867,-0.031012147665023804,271.44146728515625,51.478875160217285,5.361672119796336,71.5099545121193,0.6355619426849833,False
1.3.6.1.4.1.14519.5.2.1.6279.6001.257383535269991165447822992959,0.6255420564097051,0.2375580072402954,74.78535461425781,13.463898658752441,1.656691938638685,2.0337164402008057,0.1942760424812634,4,8,61.0,0.5445113428663585,0.23793867230415344,223.97129821777344,43.543861389160156,12.270022773742662,29.57913589477539,0.8277727633582216,35,8,185.09254455566406,-0.08103071354334657,0.0003806650638580322,149.18594360351562,30.079962730407715,10.613330835103977,27.545419454574585,0.6334967208769582,False
1.3.6.1.4.1.14519.5.2.1.6279.6001.291539125579672469833850180824,0.6218950496386844,0.24253980815410614,2.3279037475585938,0.588492751121521,0.04567784368991853,0.06136828660964966,0.006101301136944029,1,8,0.0,0.564395218477747,0.23423123359680176,231.55023193359375,58.60575485229492,5.810461530685428,44.974185943603516,0.6385183882925247,35,8,201.03298950195312,-0.057499831160937376,-0.008308574557304382,229.22232818603516,58.0172621011734,5.76478368699551,44.912817656993866,0.6324170871555806,False
1.3.6.1.4.1.14519.5.2.1.6279.6001.404364125369979066736354549484,0.6689653943476247,0.23274819552898407,3.7093963623046875,0.970245361328125,0.08134585082530976,0.11067952960729599,0.009973377159568999,1,8,0.0,0.6754160875298478,0.23584413528442383,227.44680786132812,38.87479782104492,6.467823281288152,10.858833312988281,0.6413766979164549,35,8,211.3958740234375,0.006450693182223133,0.0030959397554397583,223.73741149902344,37.9045524597168,6.386477430462842,10.748153783380985,0.6314033207568859,False
1.3.6.1.4.1.14519.5.2.1.6279.6001.127965161564033605177803085629,0.4758153676064124,0.22487317025661469,3.685791015625,0.9680131673812866,0.09557176277041435,0.1363028883934021,0.010231018126176463,1,8,0.0,0.44521440416962804,0.23159289360046387,221.37513732910156,39.50059509277344,7.488111414909346,35.76964569091797,0.6406841783576537,35,8,130.14666748046875,-0.030600963436784367,0.006719723343849182,217.68934631347656,38.53258192539215,7.3925396521389315,35.63334280252457,0.6304531602314772,False
1.3.6.1.4.1.14519.5.2.1.6279.6001.302403227435841351528721627052,0.5384976271675779,0.23023688793182373,2.23828125,0.5231045484542847,0.04730606026947498,0.0656309574842453,0.005862687744283013,1,8,0.0,0.5017954131254624,0.21606582403182983,233.3153076171875,55.49055862426758,4.667133626937866,5.345242500305176,0.6359955897543166,35,8,232.01197814941406,-0.03670221404211549,-0.014171063899993896,231.0770263671875,54.96745407581329,4.619827566668391,5.2796115428209305,0.6301329020100336,False
1.3.6.1.4.1.14519.5.2.1.6279.6001.114914167428485563471327801935,0.23810247576586618,0.2664318084716797,17.778106689453125,4.2835893630981445,0.2883720263838768,0.31791335344314575,0.10616941251133805,2,8,14.0,0.5201472624717127,0.25130772590637207,273.43017578125,58.73357391357422,7.419229745864869,66.74974060058594,0.7352432386080424,35,8,195.30996704101562,0.28204478670584654,-0.015124082565307617,255.65206909179688,54.449984550476074,7.130857719480992,66.43182724714279,0.6290738260967044,False
1.3.6.1.4.1.14519.5.2.1.6279.6001.168605638657404145360275453085,0.6814988987439728,0.23773442208766937,6.1121368408203125,1.5767749547958374,0.11977687552571299,0.16038689017295837,0.016088104237284927,1,8,0.0,0.7169325555092565,0.23530927300453186,250.44895935058594,54.802547454833984,5.869219565391542,8.447304725646973,0.6411177814536625,35,8,244.1895294189453,0.03543365676528365,-0.002425149083137512,244.33682250976562,53.22577250003815,5.749442689865829,8.286917835474014,0.6250296772163776,False
1.3.6.1.4.1.14519.5.2.1.6279.6001.194632613233275988184244485809,0.38131377013238893,0.2560702860355377,5.2381439208984375,1.424056053161621,0.14947694540023806,0.2027192860841751,0.015380886594454449,1,8,0.0,0.516042668015853,0.25373396277427673,197.95326232910156,45.386192321777344,8.037005949020392,12.707682609558105,0.6361976494789124,35,8,194.9865264892578,0.13472889788346404,-0.0023363232612609863,192.71511840820312,43.96213626861572,7.887529003620154,12.50496332347393,0.620816762884458,False
1.3.6.1.4.1.14519.5.2.1.6279.6001.251215764736737018371915284679,0.4161330715159794,0.2312038689851761,2.1235885620117188,0.5736724138259888,0.04534537643194198,0.06207435205578804,0.0057170453154378464,1,8,0.0,0.6849085062181621,0.22844232618808746,226.76132202148438,51.43573760986328,5.759717164039595,9.60285472869873,0.621947034194734,35,8,224.97927856445312,0.26877543470218274,-0.002761542797088623,224.63773345947266,50.86206519603729,5.714371787607654,9.540780376642942,0.6162299888792961,False
1.3.6.1.4.1.14519.5.2.1.6279.6001.153536305742006952753134773630,0.5297267896740722,0.23775418102741241,142.75367736816406,29.420785903930664,2.454024608135223,2.660804033279419,0.3319736579285727,5,8,135.0,0.3699635998493787,0.23977915942668915,261.16815185546875,67.59387969970703,13.858352966308551,100.60869598388672,0.9413463853624119,35,8,135.24810791015625,-0.15976318982469345,0.0020249783992767334,118.41447448730469,38.17309379577637,11.404328358173329,97.9478919506073,0.6093727274338392,False
1.3.6.1.4.1.14519.5.2.1.6279.6001.168737928729363683423228050295,0.594713830692227,0.22878877818584442,6.3205108642578125,1.5802133083343506,0.14912939429283145,0.21354630589485168,0.017188029131624434,1,8,0.0,0.4944507092409045,0.22642624378204346,227.21780395507812,33.87685012817383,7.2659285736084005,8.750996589660645,0.6217369955274794,35,8,224.1925048828125,-0.10026312145132255,-0.0023625344038009644,220.8972930908203,32.29663681983948,7.116799179315569,8.537450283765793,0.604548966395855,False
1.3.6.1.4.1.14519.5.2.1.6279.6001.246225645401227472829175288633,0.6203485705549611,0.24630239605903625,5.3966064453125,1.4879289865493774,0.12032795630395408,0.16282719373703003,0.014689516827215749,1,8,0.0,0.5818987922336034,0.2388695925474167,246.507080078125,44.15101623535156,5.373210020065298,8.383001327514648,0.6180743014971412,35,8,243.3377227783203,-0.03844977832135765,-0.007432803511619568,241.1104736328125,42.663087248802185,5.252882063761344,8.220174133777618,0.6033847846699254,False
1.3.6.1.4.1.14519.5.2.1.6279.6001.300136985030081433029390459071,0.6347309931539322,0.2268592119216919,30.9097900390625,7.59537935256958,0.43126298487186426,0.49988454580307007,0.07350218817591667,2,8,28.0,0.5404600709260208,0.22417013347148895,198.4557342529297,42.53300094604492,8.79813852310178,21.95301055908203,0.6751173192130187,35,8,196.87890625,-0.09427092222791145,-0.002689078450202942,167.5459442138672,34.93762159347534,8.366875538229916,21.45312601327896,0.601615131037102,False
1.3.6.1.4.1.14519.5.2.1.6279.6001.413896555982844732694353377538,0.5818179317175163,0.22463026642799377,28.730331420898438,6.519959449768066,0.26250797659158703,0.2764139175415039,0.06297539629373286,2,8,28.0,0.48081102643814133,0.25197768211364746,245.1157989501953,51.45916748046875,6.140405917167662,34.715763092041016,0.6643377658261194,35,8,152.39932250976562,-0.10100690527937495,0.027347415685653687,216.38546752929688,44.939208030700684,5.877897940576075,34.43934917449951,0.6013623695323865,False
1.3.6.1.4.1.14519.5.2.1.6279.6001.129567032250534530765928856531,0.4541156976460841,0.21472594141960144,4.7918853759765625,1.3096195459365845,0.11679777413606646,0.1643301546573639,0.013287731945183541,1,8,0.0,0.6366944457982033,0.204050675034523,225.69061279296875,46.71006774902344,5.469900722503673,64.05514526367188,0.6121749991734825,35,8,176.13011169433594,0.18257874815211922,-0.01067526638507843,220.8987274169922,45.40044820308685,5.3531029483676065,63.89081510901451,0.598887267228299,False
1.3.6.1.4.1.14519.5.2.1.6279.6001.373433682859788429397781158572,0.6523242130038247,0.22253061830997467,4.277984619140625,1.1912461519241333,0.0911699324846268,0.12545184791088104,0.011487539645698337,5,8,0.0,0.4046190055898794,0.23281319439411163,206.12655639648438,52.62957000732422,6.054394006729129,43.660587310791016,0.6072341948085362,35,8,203.9620819091797,-0.2477052074139453,0.010282576084136963,201.84857177734375,51.438323855400085,5.9632240742445015,43.535135462880135,0.5957466551628379,False
1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912,0.55964773113597,0.2515501379966736,6.4344482421875,1.569927453994751,0.1351563856005669,0.19317106902599335,0.016984978160924383,1,8,0.0,0.6982888410419129,0.23112386465072632,207.5607147216797,39.32414245605469,6.260822200775149,26.151813507080078,0.6026496689054701,35,8,167.83843994140625,0.13864110990594292,-0.020426273345947266,201.1262664794922,37.75421500205994,6.125665815174582,25.958642438054085,0.5856646907445457,False
1.3.6.1.4.1.14519.5.2.1.6279.6001.275849601663847251574860892603,0.5969878008021391,0.246628075838089,4.673614501953125,1.3073655366897583,0.12149620868265629,0.16834044456481934,0.01316810380609499,5,8,0.0,0.5941886697860963,0.24612262845039368,195.16502380371094,41.18052291870117,8.433827610015882,63.888832092285156,0.5981886513392135,35,8,168.47683715820312,-0.0027991310160427885,-0.0005054473876953125,190.4914093017578,39.873157382011414,8.312331401333227,63.72049164772034,0.5850205475331185,False
1.3.6.1.4.1.14519.5.2.1.6279.6001.142154819868944114554521645782,0.2631205673758865,0.2495371252298355,6.375762939453125,1.6770532131195068,0.17400289192795754,0.24216412007808685,0.06811715418293754,1,8,0.0,0.6016184760865612,0.2434103786945343,253.5753173828125,43.23448181152344,5.488172392845159,48.58732986450195,0.6462469885985057,35,8,226.9903106689453,0.33849790871067464,-0.0061267465353012085,247.19955444335938,41.55742859840393,5.314169500917201,48.345165744423866,0.5781298344155682,False
1.3.6.1.4.1.14519.5.2.1.6279.6001.190298296009658115773239776160,0.6075360082304527,0.2522900104522705,2.1849746704101562,0.5621174573898315,0.04912390660494574,0.07051391899585724,0.005961865291371943,1,8,0.0,0.6383230452674897,0.24505531787872314,223.49935913085938,49.47533416748047,5.520737476348879,23.031211853027344,0.5830305249320137,35,8,197.60643005371094,0.030787037037037,-0.007234692573547363,221.31438446044922,48.91321671009064,5.471613569743933,22.960697934031487,0.5770686596406417,False
1.3.6.1.4.1.14519.5.2.1.6279.6001.206097113343059612247503064658,0.5916258388570959,0.24855738878250122,5.32159423828125,1.4156461954116821,0.11313190951943396,0.15649080276489258,0.014313151374624834,1,8,0.0,0.5406699877859662,0.24015788733959198,228.24124145507812,43.414363861083984,3.531454625129699,7.397830486297607,0.5912482126606835,35,8,227.01873779296875,-0.050955851071129654,-0.00839950144290924,222.91964721679688,41.9987176656723,3.418322715610265,7.241339683532715,0.5769350612860586,False
1.3.6.1.4.1.14519.5.2.1.6279.6001.518487185634324801733841260431,0.5963920886763747,0.22821548581123352,3.9000396728515625,0.9968309998512268,0.07558085560798646,0.10090146213769913,0.010250542771816255,1,8,0.0,0.4433094254872129,0.21928390860557556,198.57394409179688,33.98741912841797,6.454778852462772,26.209583282470703,0.583948498969608,35,8,176.18531799316406,-0.1530826631891618,-0.008931577205657959,194.6739044189453,32.99058812856674,6.379197996854785,26.108681820333004,0.5736979561977917,False
1.3.6.1.4.1.14519.5.2.1.6279.6001.313835996725364342034830119490,0.3782396331738437,0.2511737644672394,6.174713134765625,1.6876899003982544,0.1432450528442859,0.1986565887928009,0.016862609399523998,1,8,0.0,0.4287612971823498,0.24401889741420746,222.0876007080078,60.4344596862793,5.42529693603515,49.77406692504883,0.5901539445665145,35,8,173.98648071289062,0.050521664008506106,-0.007154867053031921,215.9128875732422,58.74676978588104,5.2820518831908645,49.57541033625603,0.5732913351669905,False
1.3.6.1.4.1.14519.5.2.1.6279.6001.159996104466052855396410079250,0.694430658946788,0.2307429164648056,5.414581298828125,1.482492446899414,0.11971109673380852,0.16967260837554932,0.014596635569632053,1,8,0.0,0.6249517507582024,0.24030375480651855,254.89659118652344,53.60646438598633,2.9853292226791384,11.24508285522461,0.5867956622706518,35,8,251.6612091064453,-0.0694789081885856,0.009560838341712952,249.4820098876953,52.123971939086914,2.8656181259453297,11.07541024684906,0.5721990267010197,False
1.3.6.1.4.1.14519.5.2.1.6279.6001.272348349298439120568330857680,0.5017569439381789,0.25083455443382263,5.6909942626953125,1.496882438659668,0.1382886004447937,0.19140946865081787,0.0160092249472936,1,8,0.0,0.6225705329153605,0.2552938163280487,231.84779357910156,43.08536148071289,5.7259137344360544,10.988941192626953,0.5871111026763922,35,8,228.92208862304688,0.12081358897718153,0.004459261894226074,226.15679931640625,41.58847904205322,5.587625133991261,10.797531723976135,0.5711018777290986,False
1.3.6.1.4.1.14519.5.2.1.6279.6001.334022941831199910030220864961,0.5797243265993266,0.21363310515880585,3.6772918701171875,1.0412639379501343,0.07121911726891994,0.10137339681386948,0.009577873009526068,5,8,0.0,0.5657933501683502,0.21620818972587585,240.64527893066406,59.20751953125,4.180932717323303,62.26640319824219,0.5701157951725854,35,8,208.2678985595703,-0.013930976430976405,0.0025750845670700073,236.96798706054688,58.166255593299866,4.109713600054383,62.16502980142832,0.5605379221630593,False
1.3.6.1.4.1.14519.5.2.1.6279.6001.156579001330474859527530187095,0.64259149552396,0.22748829424381256,3.6342620849609375,1.0741519927978516,0.08871793381869794,0.1238359734416008,0.010103145860715045,5,8,0.0,0.5605581885202738,0.2353983074426651,203.04397583007812,40.98048782348633,6.3865496778488176,64.68244171142578,0.5693179886129168,35,8,175.8347930908203,-0.08203330700368616,0.007910013198852539,199.4097137451172,39.90633583068848,6.29783174403012,64.55860573798418,0.5592148427522018,False
1.3.6.1.4.1.14519.5.2.1.6279.6001.194246472548954252250399902051,0.5216314288392271,0.2314268946647644,4.1398468017578125,1.0545583963394165,0.10090494215488428,0.14205597341060638,0.0116893532719877,1,8,0.0,0.5394802029913099,0.24863427877426147,211.31716918945312,41.25847625732422,6.167699537277204,52.12363052368164,0.5708838231510581,35,8,146.31069946289062,0.017848774152082858,0.01720738410949707,207.1773223876953,40.2039178609848,6.066794595122319,51.981574550271034,0.5591944698790704,False
