seriesuid,region_index,group,status,rel_z,rel_y,rel_x,z_span,y_span,x_span
1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866,3,without_nodules_pseudo,without_nodules,0.6529232162405267,0.18536585365853658,0.23293172690763053,0.0,20.0,20.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866,4,without_nodules_pseudo,without_nodules,0.9077225201392688,0.551219512195122,0.26104417670682734,0.0,28.0,28.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866,5,without_nodules_pseudo,without_nodules,0.9448807519578354,0.25853658536585367,0.26506024096385544,0.0,20.0,20.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.100953483028192176989979435275,0,with_nodules_real,with_nodules,0.975001881074761,0.5941269865490141,0.7454350752796202,0.0,8.0,8.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.101228986346984399347858840086,0,without_nodules_pseudo,without_nodules,0.9747052206806351,0.7690721649484537,0.6294314381270902,0.0,29.0,27.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.102133688497886810253331438797,0,without_nodules_pseudo,without_nodules,0.9752858637924062,0.7989130434782609,0.6086956521739131,0.0,34.0,34.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.102681962408431413578140925249,0,with_nodules_real,with_nodules,0.9757063206600491,0.5174327429946588,0.7653391706834146,0.0,18.0,16.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.103115201714075993579787468219,0,without_nodules_pseudo,without_nodules,0.9469847330169701,0.5961722488038277,0.76,0.0,40.0,42.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.103115201714075993579787468219,1,without_nodules_pseudo,without_nodules,0.42025949690102227,0.7751196172248804,0.6806451612903226,0.0,16.0,16.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.104562737760173137525888934217,0,with_nodules_real,with_nodules,0.9731392703694233,0.39531151859770786,0.1419652303059896,0.0,8.0,7.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.104780906131535625872840889059,0,without_nodules_pseudo,without_nodules,0.9857388647365264,0.5990099009900991,0.8237179487179486,0.0,24.0,24.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.104780906131535625872840889059,1,without_nodules_pseudo,without_nodules,0.4070463968812522,0.7722772277227723,0.6826923076923077,0.0,40.0,40.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.105495028985881418176186711228,0,with_nodules_real,with_nodules,0.9720519795396333,0.6236955895271475,0.10808646296478375,0.0,7.0,7.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.105756658031515062000744821260,0,without_nodules_pseudo,without_nodules,0.8544749379169622,0.3087557603686636,0.15759312320916904,0.0,38.0,38.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.105756658031515062000744821260,1,without_nodules_pseudo,without_nodules,0.958232608949736,0.3778801843317972,0.22063037249283668,0.0,26.0,26.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.106164978370116976238911317774,0,with_nodules_real,with_nodules,0.9793932467349474,0.6164851500256228,0.48205574912891985,0.0,5.0,5.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.106379658920626694402549886949,0,with_nodules_real,with_nodules,0.6403998670247506,0.8530927835051546,0.2068840579710145,0.0,5.0,4.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.106379658920626694402549886949,1,with_nodules_real,with_nodules,0.9998079556610902,0.3571134036349267,0.20753623298976734,0.0,2.0,3.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.106419850406056634877579573537,0,without_nodules_pseudo,without_nodules,0.5757655130859014,0.8273092369477911,0.6390374331550802,0.0,34.0,34.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.106419850406056634877579573537,1,without_nodules_pseudo,without_nodules,0.998672925352537,0.7028112449799196,0.29679144385026734,0.0,20.0,20.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.106630482085576298661469304872,0,with_nodules_real,with_nodules,0.9731192196810892,0.6378378408926505,0.20840371549129486,0.0,5.0,5.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.106719103982792863757268101375,0,with_nodules_real,with_nodules,0.9731300039644223,0.544045607248942,0.18109080362662994,0.0,11.0,10.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.107109359065300889765026303943,0,with_nodules_real,with_nodules,0.9710598405353472,0.13664021138791688,0.195892858505249,0.0,15.0,13.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.107351566259572521472765997306,0,with_nodules_real,with_nodules,0.8844058882923642,0.8391683372533377,0.2238970588235294,0.0,6.0,6.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.107351566259572521472765997306,1,with_nodules_real,with_nodules,0.9132452107366806,0.5248826291079812,0.08143830720116112,0.0,6.0,4.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.107351566259572521472765997306,2,with_nodules_real,with_nodules,0.9997631780696292,0.8297339640872579,0.7807352963615866,0.0,4.0,5.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.107351566259572521472765997306,3,with_nodules_real,with_nodules,0.5671733414048857,0.37450343029040123,0.8497171962962431,0.0,4.0,4.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.107351566259572521472765997306,4,with_nodules_real,with_nodules,0.8459534583666093,0.3908450704225352,0.9277573529411764,0.0,4.0,3.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.107351566259572521472765997306,5,with_nodules_real,with_nodules,0.7113699536264669,0.9037245629538951,0.30725490345674406,0.0,3.0,3.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.108193664222196923321844991231,0,without_nodules_pseudo,without_nodules,0.9905499550872235,0.6779661016949152,0.8764044943820226,0.0,26.0,26.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.108193664222196923321844991231,1,without_nodules_pseudo,without_nodules,0.6423097365018715,0.5988700564971752,0.6554307116104869,0.0,34.0,34.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492,0,with_nodules_real,with_nodules,0.9702223569464407,0.8693431718700427,0.15556854787746807,0.0,4.0,5.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.108231420525711026834210228428,0,with_nodules_real,with_nodules,0.9759277769487852,0.7363596727073445,0.6256996131595507,0.0,5.0,4.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.109002525524522225658609808059,0,with_nodules_real,with_nodules,0.9978180968810839,0.5782424926757812,0.8981730143229166,0.0,11.0,9.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.109002525524522225658609808059,1,with_nodules_real,with_nodules,0.8334715868065526,0.7313978461809055,0.8589473657440723,0.0,3.0,4.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.109882169963817627559804568094,0,without_nodules_pseudo,without_nodules,0.9850199166546357,0.7857142857142857,0.2254545454545455,0.0,26.0,26.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.109882169963817627559804568094,1,without_nodules_pseudo,without_nodules,0.9626573023305847,0.6542857142857144,0.624,4.0,31.0,22.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.110678335949765929063942738609,0,with_nodules_real,with_nodules,0.9760523569487356,0.6775986328125001,0.35776851125007125,0.0,11.0,10.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.111017101339429664883879536171,0,without_nodules_pseudo,without_nodules,0.9993051345048156,0.5472636815920398,0.2627450980392157,0.0,22.0,22.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.111017101339429664883879536171,1,without_nodules_pseudo,without_nodules,0.9430479565623224,0.7860696517412935,0.6062745098039216,2.0,28.0,27.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987,0,with_nodules_real,with_nodules,0.9712947697614671,0.8077782960064643,0.8724719101123595,0.0,3.0,3.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.111258527162678142285870245028,0,with_nodules_real,with_nodules,0.9830807215764411,0.617102609361921,0.31049172384697094,0.0,8.0,7.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.111258527162678142285870245028,1,with_nodules_real,with_nodules,0.5339145298216879,0.7490259715488978,0.18532695301792076,0.0,4.0,4.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.111496024928645603833332252962,0,with_nodules_real,with_nodules,0.4921315118512496,0.615778248345674,0.8956095918695978,0.0,4.0,3.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.111496024928645603833332252962,1,with_nodules_real,with_nodules,0.9996421334478505,0.8895522388059701,0.5943262411347517,0.0,4.0,3.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.111496024928645603833332252962,2,with_nodules_real,with_nodules,0.715128603158847,0.5200153104108364,0.8903436971894392,0.0,3.0,2.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.111780708132595903430640048766,0,without_nodules_pseudo,without_nodules,0.9830896560591581,0.19411764705882353,0.716715542521994,5.0,26.0,34.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.111780708132595903430640048766,1,without_nodules_pseudo,without_nodules,0.9738940895484006,0.5336134453781513,0.7947214076246334,0.0,20.0,20.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.111780708132595903430640048766,2,without_nodules_pseudo,without_nodules,0.35110344859255643,0.7899159663865545,0.7302052785923754,0.0,18.0,18.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.111780708132595903430640048766,3,without_nodules_pseudo,without_nodules,0.6896674883068074,0.7563025210084033,0.39882697947214074,0.0,38.0,38.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.112740418331256326754121315800,0,with_nodules_real,with_nodules,0.984692905511191,0.7511181009226833,0.6672292232513427,0.0,26.0,22.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.112740418331256326754121315800,1,with_nodules_real,with_nodules,0.9803164925978081,0.30272796893941945,0.33258611202239996,0.0,14.0,13.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.112767175295249119452142211437,0,with_nodules_real,with_nodules,0.7055128220498202,0.5806783413668292,0.8400299260645736,0.0,7.0,6.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.112767175295249119452142211437,1,with_nodules_real,with_nodules,0.9994764979039118,0.730442040119696,0.6647025779441551,0.0,4.0,5.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.112767175295249119452142211437,2,with_nodules_real,with_nodules,0.9620629391588459,0.7053080007570599,0.33055555555555555,0.0,4.0,4.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.112767175295249119452142211437,3,with_nodules_real,with_nodules,0.5558585870695553,0.6481651376146788,0.45171958075629337,0.0,4.0,5.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.112767175295249119452142211437,4,with_nodules_real,with_nodules,0.994131703797474,0.5197247706422019,0.7555555555555555,0.0,4.0,4.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.112767175295249119452142211437,5,with_nodules_real,with_nodules,0.8872358216687133,0.3912844036697248,0.2064814814814815,0.0,4.0,4.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.112767175295249119452142211437,6,with_nodules_real,with_nodules,0.6360304986661258,0.3738532110091743,0.10987654320987654,0.0,3.0,3.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.112767175295249119452142211437,7,with_nodules_real,with_nodules,0.9353389686266557,0.6639580542888116,0.7200617283950617,0.0,2.0,3.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.113586291551175790743673929831,0,without_nodules_pseudo,without_nodules,0.4391060312700505,0.6016949152542372,0.6529209621993127,0.0,16.0,16.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.113586291551175790743673929831,1,without_nodules_pseudo,without_nodules,0.9709809423858864,0.5889830508474576,0.7628865979381443,0.0,20.0,20.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.113679818447732724990336702075,0,with_nodules_real,with_nodules,0.31700287269644456,0.781695893851433,0.8151344124597447,0.0,3.0,3.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.113679818447732724990336702075,1,with_nodules_real,with_nodules,0.8073666913987573,0.43804948501165397,0.26654497102926705,0.0,4.0,4.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.113679818447732724990336702075,2,with_nodules_real,with_nodules,0.9856808072905074,0.5773480662983426,0.8381679389312977,0.0,3.0,3.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.113697708991260454310623082679,0,without_nodules_pseudo,without_nodules,0.9752755235750745,0.2631578947368421,0.2801204819277109,0.0,32.0,32.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.114195693932194925962391697338,0,with_nodules_real,with_nodules,0.971188748619441,0.758495145631068,0.8464285714285713,0.0,4.0,4.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.114218724025049818743426522343,0,with_nodules_real,with_nodules,0.5252481536248261,0.4070309692958616,0.16132075569846413,0.0,6.0,6.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.114218724025049818743426522343,1,with_nodules_real,with_nodules,0.994788169743989,0.5838764982403449,0.8203659949364599,0.0,6.0,5.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.114218724025049818743426522343,2,with_nodules_real,with_nodules,0.8435803679429027,0.5201886806847914,0.8786796470741173,0.0,4.0,5.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.114249388265341701207347458535,0,with_nodules_real,with_nodules,0.5352822190058204,0.3756354252844398,0.21907835740309495,0.0,5.0,6.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.114249388265341701207347458535,1,with_nodules_real,with_nodules,0.8670687183895934,0.7152838427947599,0.794055944055944,0.0,4.0,4.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.114249388265341701207347458535,2,with_nodules_real,with_nodules,0.9997833181431026,0.7651449011923444,0.342021616688975,0.0,4.0,4.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.114914167428485563471327801935,0,with_nodules_real,with_nodules,0.9924473970618998,0.4554806835246536,0.39210933313473034,0.0,5.0,5.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.114914167428485563471327801935,1,with_nodules_real,with_nodules,0.9373114305584609,0.6169811320754717,0.25487364620938624,0.0,4.0,3.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.115386642382564804180764325545,0,with_nodules_real,with_nodules,0.9733868861982062,0.7145126211232153,0.7966772230220414,0.0,10.0,9.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.116097642684124305074876564522,0,without_nodules_pseudo,without_nodules,0.9726145076838861,0.7203791469194313,0.8150684931506851,0.0,22.0,22.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.116492508532884962903000261147,0,without_nodules_pseudo,without_nodules,0.7876661723389267,0.8243243243243243,0.3503401360544217,0.0,38.0,38.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.116492508532884962903000261147,1,without_nodules_pseudo,without_nodules,0.9971518564716199,0.32432432432432434,0.27210884353741494,0.0,36.0,36.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.116703382344406837243058680403,0,without_nodules_pseudo,without_nodules,0.49553530001166274,0.6822429906542056,0.2138364779874214,0.0,18.0,18.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.116703382344406837243058680403,1,without_nodules_pseudo,without_nodules,0.8208867596152796,0.663551401869159,0.15660377358490565,4.0,32.0,20.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.117040183261056772902616195387,0,with_nodules_real,with_nodules,0.7922803953181293,0.6676784299454599,0.6925595238095238,0.0,9.0,7.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.117040183261056772902616195387,1,with_nodules_real,with_nodules,0.4917602453698734,0.8562016757029408,0.7892857142857144,0.0,7.0,6.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.117040183261056772902616195387,2,with_nodules_real,with_nodules,0.8810704396210232,0.8419811320754716,0.18035714285714283,0.0,3.0,3.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.117040183261056772902616195387,3,with_nodules_real,with_nodules,0.3688201840274051,0.6579874146659419,0.431031744820731,0.0,3.0,3.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.117040183261056772902616195387,4,with_nodules_real,with_nodules,0.4029702010669796,0.7900943396226415,0.16683673404511953,0.0,3.0,2.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.117383608379722740629083782428,0,without_nodules_pseudo,without_nodules,0.9703247082870494,0.8684782608695653,0.3025089605734767,1.0,22.0,26.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.118140393257625250121502185026,0,with_nodules_real,with_nodules,0.4073353337443665,0.8756857595136088,0.3431486880466473,0.0,7.0,8.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.118140393257625250121502185026,1,with_nodules_real,with_nodules,0.6328245363528552,0.5059349235851094,0.047318668198655024,0.0,8.0,6.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.118140393257625250121502185026,2,with_nodules_real,with_nodules,0.9965167986246112,0.5599872852800079,0.11412486084696154,0.0,5.0,4.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.119209873306155771318545953948,0,with_nodules_real,with_nodules,0.6715673431718724,0.1880952380952381,0.3766101694915254,0.0,5.0,4.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.119209873306155771318545953948,1,with_nodules_real,with_nodules,0.9969659527499962,0.17861751011439733,0.24096227613546078,0.0,5.0,4.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.119304665257760307862874140576,0,with_nodules_real,with_nodules,0.9710407356805378,0.5134295491338934,0.05447777409256597,0.0,12.0,11.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.119515474430718803379832249911,0,with_nodules_real,with_nodules,0.9731994057362249,0.6691929796006945,0.8052801928473908,0.0,3.0,4.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.119806527488108718706404165837,0,with_nodules_real,with_nodules,0.9715800243440263,0.16987654283311632,0.2233162372295673,0.0,4.0,5.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.120196332569034738680965284519,0,without_nodules_pseudo,without_nodules,0.6554407011363275,0.7716535433070866,0.6812865497076024,0.0,34.0,34.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.120196332569034738680965284519,1,without_nodules_pseudo,without_nodules,0.9847996534573319,0.9173228346456692,0.34093567251461987,2.0,18.0,23.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.120842785645314664964010792308,0,without_nodules_pseudo,without_nodules,0.7609439940012466,0.7336898395721926,0.6487632508833923,1.0,30.0,27.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.120842785645314664964010792308,1,without_nodules_pseudo,without_nodules,0.975600144448508,0.6406417112299465,0.43886925795053006,3.0,38.0,26.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.120842785645314664964010792308,2,without_nodules_pseudo,without_nodules,0.9321865409872642,0.7465240641711229,0.19151943462897525,2.0,30.0,24.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.120842785645314664964010792308,3,without_nodules_pseudo,without_nodules,0.4100173660228588,0.7807486631016043,0.6219081272084805,0.0,18.0,18.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.121108220866971173712229588402,0,with_nodules_real,with_nodules,0.9714364663443655,0.2384976525821596,0.160431654676259,0.0,4.0,3.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.121391737347333465796214915391,0,with_nodules_real,with_nodules,0.9746803752812928,0.21176632734445425,0.6124870228990216,0.0,19.0,17.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.121805476976020513950614465787,0,without_nodules_pseudo,without_nodules,0.9656550260529391,0.8625550660792951,0.7017647058823528,3.0,28.0,34.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.121824995088859376862458155637,0,with_nodules_real,with_nodules,0.9159224629664827,0.5485260736374628,0.15136845484128428,0.0,4.0,3.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.121824995088859376862458155637,1,with_nodules_real,with_nodules,0.9999926407266913,0.6527777777777778,0.7078310437376713,0.0,3.0,2.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.121993590721161347818774929286,0,with_nodules_real,with_nodules,0.7861517285454572,0.7079365079365079,0.20456140350877194,0.0,12.0,10.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.121993590721161347818774929286,1,with_nodules_real,with_nodules,0.9952346350735045,0.7038847100797784,0.34397968493009873,0.0,11.0,10.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.122621219961396951727742490470,0,with_nodules_real,with_nodules,0.9762630874641763,0.39766656085537067,0.29384150663531444,0.0,11.0,11.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.122763913896761494371822656720,0,without_nodules_pseudo,without_nodules,0.9725216125660092,0.6263736263736264,0.1768953068592058,0.0,32.0,32.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.122914038048856168343065566972,0,with_nodules_real,with_nodules,0.8555886349544192,0.34324119059244795,0.08661623966844775,0.0,6.0,5.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.122914038048856168343065566972,1,with_nodules_real,with_nodules,0.6754647118061206,0.7581082628038194,0.09612138965461828,0.0,5.0,5.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.122914038048856168343065566972,2,with_nodules_real,with_nodules,0.9996877734730584,0.8256790093315972,0.7834739781633209,0.0,4.0,5.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.122914038048856168343065566972,3,with_nodules_real,with_nodules,0.8285700464821744,0.7056790093315972,0.9085560279556468,0.0,4.0,4.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.122914038048856168343065566972,4,with_nodules_real,with_nodules,0.7655266733802699,0.7344444444444445,0.09446202531645569,0.0,4.0,4.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.122914038048856168343065566972,5,with_nodules_real,with_nodules,0.74751428106544,0.39236601426866324,0.24627699067321007,0.0,2.0,4.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.123654356399290048011621921476,0,with_nodules_real,with_nodules,0.9999536775587142,0.6341991341991342,0.7133473138389347,0.0,3.0,4.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.123654356399290048011621921476,1,with_nodules_real,with_nodules,0.6227256435096183,0.1959114966454444,0.15352900043223636,0.0,2.0,4.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.123697637451437522065941162930,0,with_nodules_real,with_nodules,0.9727731372242179,0.4815298413473462,0.8292314488253147,0.0,17.0,17.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565,0,with_nodules_real,with_nodules,0.7742838638752432,0.4891304347826087,0.9401898734177216,0.0,5.0,4.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.124656777236468248920498636247,0,without_nodules_pseudo,without_nodules,0.8708675158744941,0.7435294117647059,0.40742857142857136,1.0,37.0,32.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.124656777236468248920498636247,1,without_nodules_pseudo,without_nodules,0.5134103706174987,0.7725490196078432,0.7685714285714285,0.0,30.0,30.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.124656777236468248920498636247,2,without_nodules_pseudo,without_nodules,0.6407979061842465,0.4588235294117647,0.8342857142857142,0.0,34.0,34.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.124656777236468248920498636247,3,without_nodules_pseudo,without_nodules,0.8801320639157121,0.5098039215686274,0.2857142857142857,0.0,40.0,40.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.124656777236468248920498636247,4,without_nodules_pseudo,without_nodules,0.655466773916175,0.6611764705882353,0.4497142857142856,3.0,23.0,27.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.124656777236468248920498636247,5,without_nodules_pseudo,without_nodules,0.8299490953591144,0.776470588235294,0.32857142857142857,0.0,22.0,22.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.124663713663969377020085460568,0,with_nodules_real,with_nodules,0.9615986211886813,0.6008130081300813,0.7065573770491802,0.0,12.0,11.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.124663713663969377020085460568,1,with_nodules_real,with_nodules,0.6900360476122481,0.7420337335850166,0.25530543926635074,0.0,7.0,7.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.124663713663969377020085460568,2,with_nodules_real,with_nodules,0.9615986211886813,0.7419315121038175,0.3281006776569971,0.0,5.0,4.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.124822907934319930841506266464,0,with_nodules_real,with_nodules,0.42587165036398583,0.9248855008423783,0.3440246159480168,0.0,4.0,4.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.124822907934319930841506266464,1,with_nodules_real,with_nodules,0.5398845331385963,0.9228313649883706,0.3255944073016827,0.0,4.0,4.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.124822907934319930841506266464,2,with_nodules_real,with_nodules,0.8115034597486975,0.29961832061068705,0.7609230769230769,0.0,3.0,3.0
