seriesuid,png,grid,foreground_fraction,foreground_mean,foreground_std,image_p99,z_range,z_std,grad_p95,grad_p99,grad_max,edge_z_std,control_points,control_labels,anchor_labels,control_z_range,qc_badness,qc_rank_worst
1.3.6.1.4.1.14519.5.2.1.6279.6001.221945191226273284587353530424,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.221945191226273284587353530424/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.221945191226273284587353530424.png,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.221945191226273284587353530424/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.221945191226273284587353530424.npy,0.6196763530135302,0.3467695415019989,0.2479807585477829,0.9529411792755127,121.14836883544922,29.847497940063477,1.1663020610809327,1.2317499589920045,1.3015600442886353,15.406773567199707,18,10,8,120.0,0.1073365230202675,218
1.3.6.1.4.1.14519.5.2.1.6279.6001.964952370561266624992539111877,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.964952370561266624992539111877/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.964952370561266624992539111877.png,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.964952370561266624992539111877/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.964952370561266624992539111877.npy,0.37057873002573466,0.32368600368499756,0.24346597492694855,0.8352941274642944,12.4415283203125,2.5472185611724854,0.11337039805948734,0.12631706148385996,0.18818935751914978,1.0941557884216309,28,20,8,12.0,0.106760875903659,219
1.3.6.1.4.1.14519.5.2.1.6279.6001.161821150841552408667852639317,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.161821150841552408667852639317/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.161821150841552408667852639317.png,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.161821150841552408667852639317/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.161821150841552408667852639317.npy,0.6622520088174643,0.3265642523765564,0.24451367557048798,1.0,72.88329315185547,14.142711639404297,0.9980831742286667,2.0363886857032645,2.7740590572357178,8.330147743225098,23,15,8,70.0,0.10667335070305357,220
1.3.6.1.4.1.14519.5.2.1.6279.6001.308153138776443962077214577161,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.308153138776443962077214577161/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.308153138776443962077214577161.png,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.308153138776443962077214577161/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.308153138776443962077214577161.npy,0.6335986068080108,0.3547462224960327,0.2329382300376892,0.8784313797950745,104.46220397949219,26.785411834716797,1.275979256629944,1.4938635015487671,1.5497616529464722,14.561287879943848,18,10,8,103.0,0.10658512156671948,221
1.3.6.1.4.1.14519.5.2.1.6279.6001.258220324170977900491673635112,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.258220324170977900491673635112/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.258220324170977900491673635112.png,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.258220324170977900491673635112/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.258220324170977900491673635112.npy,0.6255830514509525,0.379311740398407,0.21565137803554535,0.9098039269447327,99.51835632324219,18.269142150878906,1.2932424962520597,1.5699122393131255,1.6864203214645386,11.165265083312988,18,10,8,99.0,0.10631012351281113,222
1.3.6.1.4.1.14519.5.2.1.6279.6001.394470743585708729682444806008,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.394470743585708729682444806008/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.394470743585708729682444806008.png,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.394470743585708729682444806008/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.394470743585708729682444806008.npy,0.3683948339483395,0.3676128685474396,0.26037290692329407,1.0,6.1329193115234375,1.5014806985855103,0.12411917299032207,0.1472823086380959,0.20628492534160614,1.0195940732955933,13,5,8,0.0,0.10584837272123183,223
1.3.6.1.4.1.14519.5.2.1.6279.6001.153181766344026020914478182395,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.153181766344026020914478182395/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.153181766344026020914478182395.png,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.153181766344026020914478182395/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.153181766344026020914478182395.npy,0.619733959311424,0.31659698486328125,0.2393796443939209,0.9137254953384399,63.40380859375,10.981363296508789,0.76627737879753,2.156710994243623,3.883328914642334,6.744847297668457,18,10,8,57.0,0.10531744542055663,224
1.3.6.1.4.1.14519.5.2.1.6279.6001.305858704835252413616501469037,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.305858704835252413616501469037/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.305858704835252413616501469037.png,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.305858704835252413616501469037/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.305858704835252413616501469037.npy,0.3781727627881474,0.5122516751289368,0.2303779274225235,0.9176470637321472,15.763374328613281,3.4206573963165283,0.14448150619864464,0.22535382002592078,0.24912428855895996,2.4517760276794434,18,10,8,12.0,0.10518026189377638,225
1.3.6.1.4.1.14519.5.2.1.6279.6001.265453131727473342790950829556,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.265453131727473342790950829556/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.265453131727473342790950829556.png,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.265453131727473342790950829556/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.265453131727473342790950829556.npy,0.6005772005772005,0.2892632782459259,0.23858003318309784,0.9215686321258545,85.5169906616211,13.030410766601562,0.9024537086486818,1.765728602409363,12.823698043823242,11.439848899841309,33,25,8,73.0,0.10489561883476048,226
1.3.6.1.4.1.14519.5.2.1.6279.6001.948414623428298219623354433437,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.948414623428298219623354433437/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.948414623428298219623354433437.png,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.948414623428298219623354433437/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.948414623428298219623354433437.npy,0.4435575466935891,0.5133770108222961,0.178329199552536,0.8509804010391235,61.17990493774414,12.86867904663086,0.7816486299037931,1.192534742355345,1.343653917312622,5.140081405639648,18,10,8,60.0,0.10463336184618277,227
1.3.6.1.4.1.14519.5.2.1.6279.6001.259453428008507791234730686014,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.259453428008507791234730686014/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.259453428008507791234730686014.png,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.259453428008507791234730686014/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.259453428008507791234730686014.npy,0.6465414710485133,0.31608325242996216,0.2372589409351349,0.8509804010391235,100.06715393066406,25.97579574584961,0.8407999098300923,1.5075459086895002,1.8661240339279175,11.461905479431152,18,10,8,99.0,0.10458810532722213,228
1.3.6.1.4.1.14519.5.2.1.6279.6001.147250707071097813243473865421,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.147250707071097813243473865421/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.147250707071097813243473865421.png,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.147250707071097813243473865421/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.147250707071097813243473865421.npy,0.4460532687651332,0.35337984561920166,0.22121870517730713,0.8549019694328308,77.14205932617188,17.95327377319336,0.8606060981750486,0.9836466169357301,1.0710008144378662,8.567024230957031,18,10,8,77.0,0.10452860450657073,229
1.3.6.1.4.1.14519.5.2.1.6279.6001.504845428620607044098514803031,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.504845428620607044098514803031/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.504845428620607044098514803031.png,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.504845428620607044098514803031/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.504845428620607044098514803031.npy,0.6012074762300712,0.3224680423736572,0.2396327704191208,0.8470588326454163,75.09944152832031,13.467595100402832,1.0229296088218687,1.9316371452808399,2.961013078689575,9.1045560836792,23,15,8,75.0,0.10450011918180525,230
1.3.6.1.4.1.14519.5.2.1.6279.6001.304700823314998198591652152637,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.304700823314998198591652152637/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.304700823314998198591652152637.png,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.304700823314998198591652152637/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.304700823314998198591652152637.npy,0.366082790628041,0.4512360095977783,0.25015026330947876,0.8392156958580017,1.6095619201660156,0.3986873924732208,0.032620969228446484,0.039703775942325596,0.05200935900211334,0.26914116740226746,13,5,8,0.0,0.10186213198534859,231
1.3.6.1.4.1.14519.5.2.1.6279.6001.156016499715048493339281864474,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.156016499715048493339281864474/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.156016499715048493339281864474.png,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.156016499715048493339281864474/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.156016499715048493339281864474.npy,0.559345306750151,0.3052915632724762,0.23327378928661346,0.8039215803146362,92.13859558105469,17.12045669555664,1.0037199199199676,1.5483863759040828,1.7993167638778687,9.618009567260742,23,15,8,92.0,0.10151066587302418,232
1.3.6.1.4.1.14519.5.2.1.6279.6001.214800939017429618305208626314,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.214800939017429618305208626314/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.214800939017429618305208626314.png,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.214800939017429618305208626314/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.214800939017429618305208626314.npy,0.6425892857142858,0.2921682298183441,0.2259371131658554,0.8509804010391235,98.38726043701172,20.870758056640625,0.9806527823209759,1.4115616440772987,2.4767510890960693,14.184747695922852,38,30,8,98.0,0.10053534256418539,233
1.3.6.1.4.1.14519.5.2.1.6279.6001.339484970190920330170416228517,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.339484970190920330170416228517/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.339484970190920330170416228517.png,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.339484970190920330170416228517/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.339484970190920330170416228517.npy,0.5722851707881895,0.3244096338748932,0.22855080664157867,0.8509804010391235,77.1109848022461,13.26744556427002,1.0821551084518433,1.7625714302063,4.234523296356201,5.85145378112793,28,20,8,71.0,0.10012300748295258,234
1.3.6.1.4.1.14519.5.2.1.6279.6001.275766318636944297772360944907,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.275766318636944297772360944907/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.275766318636944297772360944907.png,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.275766318636944297772360944907/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.275766318636944297772360944907.npy,0.5403650026838432,0.38595810532569885,0.23110587894916534,0.8745098114013672,108.25564575195312,24.560348510742188,0.8055968910455704,1.2256106412410734,1.4259494543075562,13.727042198181152,18,10,8,108.0,0.09997437125808663,235
1.3.6.1.4.1.14519.5.2.1.6279.6001.187803155574314810830688534991,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.187803155574314810830688534991/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.187803155574314810830688534991.png,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.187803155574314810830688534991/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.187803155574314810830688534991.npy,0.5045785194694052,0.39759522676467896,0.20478487014770508,0.8745098114013672,99.09677124023438,25.700054168701172,1.1254421949386593,1.369178671836853,1.436539649963379,11.597967147827148,18,10,8,97.0,0.09955206863482793,236
1.3.6.1.4.1.14519.5.2.1.6279.6001.136830368929967292376608088362,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.136830368929967292376608088362/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.136830368929967292376608088362.png,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.136830368929967292376608088362/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.136830368929967292376608088362.npy,0.5815349852747029,0.32358595728874207,0.2314213365316391,0.9137254953384399,88.12975311279297,15.42414665222168,0.9646871089935303,1.5518315732479095,1.7595939636230469,10.752131462097168,18,10,8,87.0,0.0993955000821087,237
1.3.6.1.4.1.14519.5.2.1.6279.6001.286647622786041008124419915089,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.286647622786041008124419915089/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.286647622786041008124419915089.png,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.286647622786041008124419915089/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.286647622786041008124419915089.npy,0.577559990496555,0.3033543527126312,0.23468315601348877,0.9176470637321472,114.43473815917969,28.32626724243164,0.9653031885623932,1.0830590891838077,1.1592460870742798,13.648963928222656,18,10,8,113.0,0.09877427493135135,238
1.3.6.1.4.1.14519.5.2.1.6279.6001.249530219848512542668813996730,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.249530219848512542668813996730/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.249530219848512542668813996730.png,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.249530219848512542668813996730/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.249530219848512542668813996730.npy,0.5972531375799195,0.32832542061805725,0.23000949621200562,0.8745098114013672,94.92210388183594,24.233861923217773,0.9227963924407955,1.391013011932373,1.5917092561721802,11.294731140136719,23,15,8,94.0,0.09794242504437764,239
1.3.6.1.4.1.14519.5.2.1.6279.6001.296066944953051278419805374238,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.296066944953051278419805374238/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.296066944953051278419805374238.png,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.296066944953051278419805374238/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.296066944953051278419805374238.npy,0.5951271813073056,0.31517529487609863,0.23894742131233215,0.8823529481887817,78.08859252929688,14.40699577331543,1.1892224252223969,1.6653477251529702,1.8724218606948853,6.330414295196533,18,10,8,76.0,0.09750635247263648,240
1.3.6.1.4.1.14519.5.2.1.6279.6001.227968442353440630355230778531,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.227968442353440630355230778531/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.227968442353440630355230778531.png,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.227968442353440630355230778531/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.227968442353440630355230778531.npy,0.3784502587694077,0.3628084361553192,0.25908374786376953,0.929411768913269,6.20880126953125,1.7331169843673706,0.1287047624588012,0.15752057790756224,0.21014340221881866,1.1628063917160034,13,5,8,0.0,0.0974247763973925,241
1.3.6.1.4.1.14519.5.2.1.6279.6001.513023675145166449943177283490,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.513023675145166449943177283490/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.513023675145166449943177283490.png,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.513023675145166449943177283490/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.513023675145166449943177283490.npy,0.3772197962154294,0.3835708796977997,0.21831189095973969,0.8313725590705872,5.818756103515625,1.5485538244247437,0.10482563972473141,0.12429568387567973,0.17554305493831635,0.912595272064209,13,5,8,0.0,0.09720493031718977,242
1.3.6.1.4.1.14519.5.2.1.6279.6001.142485715518010940961688015191,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.142485715518010940961688015191/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.142485715518010940961688015191.png,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.142485715518010940961688015191/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.142485715518010940961688015191.npy,0.5868256114046946,0.3433225750923157,0.22908782958984375,0.8509804010391235,100.64274597167969,24.32555389404297,0.8760168910026549,1.2544318437576283,1.3765045404434204,13.030160903930664,23,15,8,100.0,0.09668167157305607,243
1.3.6.1.4.1.14519.5.2.1.6279.6001.257383535269991165447822992959,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.257383535269991165447822992959/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.257383535269991165447822992959.png,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.257383535269991165447822992959/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.257383535269991165447822992959.npy,0.6299681037881232,0.35098934173583984,0.23366321623325348,0.8078431487083435,62.54533386230469,9.61314868927002,0.8024731278419495,1.8960295975208241,2.6682279109954834,7.219457149505615,28,20,8,61.0,0.09636836962070716,244
1.3.6.1.4.1.14519.5.2.1.6279.6001.313835996725364342034830119490,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.313835996725364342034830119490/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.313835996725364342034830119490.png,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.313835996725364342034830119490/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.313835996725364342034830119490.npy,0.37910353535353536,0.36848947405815125,0.2504255771636963,0.9137254953384399,6.1038818359375,1.6982194185256958,0.11930142752826212,0.14261855393648137,0.19795627892017365,1.0280567407608032,13,5,8,0.0,0.09631055503300191,245
1.3.6.1.4.1.14519.5.2.1.6279.6001.225154811831720426832024114593,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.225154811831720426832024114593/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.225154811831720426832024114593.png,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.225154811831720426832024114593/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.225154811831720426832024114593.npy,0.5584738329597505,0.33768460154533386,0.21973180770874023,0.8470588326454163,70.955810546875,9.677072525024414,0.7070746541023246,1.7153463816642773,3.6743571758270264,6.989184379577637,23,15,8,67.0,0.0951686521523529,246
1.3.6.1.4.1.14519.5.2.1.6279.6001.246758220302211646532176593724,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.246758220302211646532176593724/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.246758220302211646532176593724.png,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.246758220302211646532176593724/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.246758220302211646532176593724.npy,0.506819535917296,0.34615427255630493,0.25280138850212097,0.9215686321258545,66.92958068847656,11.332460403442383,0.850674033164978,1.7824422121047974,2.8838961124420166,3.907724380493164,18,10,8,63.0,0.0951124722758929,247
1.3.6.1.4.1.14519.5.2.1.6279.6001.194632613233275988184244485809,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.194632613233275988184244485809/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.194632613233275988184244485809.png,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.194632613233275988184244485809/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.194632613233275988184244485809.npy,0.3822624167299098,0.3837611973285675,0.25552621483802795,0.8941176533699036,5.2384490966796875,1.4721524715423584,0.12175391986966133,0.148827051371336,0.20182035863399506,0.9784359931945801,13,5,8,0.0,0.09326751402905271,248
1.3.6.1.4.1.14519.5.2.1.6279.6001.750792629100457382099842515038,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.750792629100457382099842515038/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.750792629100457382099842515038.png,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.750792629100457382099842515038/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.750792629100457382099842515038.npy,0.6174549255291351,0.35206159949302673,0.24134878814220428,0.9019607901573181,89.25942993164062,20.63995361328125,1.0364878654479976,1.292713326215744,1.3870712518692017,13.261687278747559,18,10,8,89.0,0.09160175528625647,249
1.3.6.1.4.1.14519.5.2.1.6279.6001.176362912420491262783064585333,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.176362912420491262783064585333/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.176362912420491262783064585333.png,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.176362912420491262783064585333/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.176362912420491262783064585333.npy,0.5147360106632439,0.3432987630367279,0.21327000856399536,0.8274509906768799,91.14970397949219,20.399492263793945,0.9643649756908417,1.2601870894432068,1.3478056192398071,9.755836486816406,18,10,8,89.0,0.09159480483995544,250
1.3.6.1.4.1.14519.5.2.1.6279.6001.219909753224298157409438012179,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.219909753224298157409438012179/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.219909753224298157409438012179.png,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.219909753224298157409438012179/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.219909753224298157409438012179.npy,0.6659807692307692,0.32358211278915405,0.24603839218616486,0.8941176533699036,63.55271911621094,11.251435279846191,1.0104981601238248,1.722343510389328,2.2313730716705322,4.87846040725708,18,10,8,62.0,0.09128323026332591,251
1.3.6.1.4.1.14519.5.2.1.6279.6001.323541312620128092852212458228,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.323541312620128092852212458228/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.323541312620128092852212458228.png,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.323541312620128092852212458228/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.323541312620128092852212458228.npy,0.37912991970514676,0.39507177472114563,0.22419080138206482,0.8352941274642944,2.1984634399414062,0.6025810241699219,0.040332396514713764,0.04744600970298052,0.06613132357597351,0.3608498275279999,13,5,8,0.0,0.09102468415108866,252
1.3.6.1.4.1.14519.5.2.1.6279.6001.168985655485163461062675655739,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.168985655485163461062675655739/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.168985655485163461062675655739.png,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.168985655485163461062675655739/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.168985655485163461062675655739.npy,0.5230232390819484,0.338432639837265,0.22227421402931213,0.8588235378265381,75.78128051757812,9.660050392150879,0.8963334798812855,1.4861226689815454,1.8014445304870605,10.807332992553711,28,20,8,75.0,0.09039969814055474,253
1.3.6.1.4.1.14519.5.2.1.6279.6001.244447966386688625240438849169,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.244447966386688625240438849169/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.244447966386688625240438849169.png,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.244447966386688625240438849169/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.244447966386688625240438849169.npy,0.3870562313803376,0.38100704550743103,0.24028880894184113,0.8901960849761963,6.5133514404296875,1.7482610940933228,0.1161808650940656,0.13897560641169548,0.18941432237625122,1.112123966217041,13,5,8,0.0,0.08946103332860116,254
1.3.6.1.4.1.14519.5.2.1.6279.6001.118140393257625250121502185026,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.118140393257625250121502185026/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.118140393257625250121502185026.png,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.118140393257625250121502185026/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.118140393257625250121502185026.npy,0.615705675272029,0.30160561203956604,0.23307901620864868,0.9215686321258545,81.56658935546875,11.691082954406738,0.9276382058858866,1.3444764912128415,3.190277576446533,8.751112937927246,23,15,8,81.0,0.08901025782856667,255
1.3.6.1.4.1.14519.5.2.1.6279.6001.308655308958459380153492314021,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.308655308958459380153492314021/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.308655308958459380153492314021.png,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.308655308958459380153492314021/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.308655308958459380153492314021.npy,0.6456714761376249,0.3288498818874359,0.24875083565711975,0.9215686321258545,96.06379699707031,18.159198760986328,0.9604110956192015,1.0855318462848664,1.1311354637145996,10.301365852355957,18,10,8,96.0,0.08864856111374167,256
